transit_timestamp,station_complex_id,station_complex,borough,Georeference,ridership,transfers,weekday
2023-08-13,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7907,107,Sunday
2023-08-13,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1596,11,Sunday
2023-08-13,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),10670,351,Sunday
2023-08-13,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4509,24,Sunday
2023-08-14,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),11345,213,Monday
2023-08-14,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2771,54,Monday
2023-08-14,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),14432,706,Monday
2023-08-14,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6405,38,Monday
2023-08-15,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),12519,215,Tuesday
2023-08-15,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2919,47,Tuesday
2023-08-15,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),15543,727,Tuesday
2023-08-15,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6608,31,Tuesday
2023-08-16,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),13362,250,Wednesday
2023-08-16,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3108,59,Wednesday
2023-08-16,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),16014,751,Wednesday
2023-08-16,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),7068,37,Wednesday
2023-08-17,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),12864,221,Thursday
2023-08-17,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3099,58,Thursday
2023-08-17,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),15802,740,Thursday
2023-08-17,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),7131,43,Thursday
2023-08-18,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),12671,213,Friday
2023-08-18,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3009,47,Friday
2023-08-18,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),15612,740,Friday
2023-08-18,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6841,46,Friday
2023-08-19,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),9807,135,Saturday
2023-08-19,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2410,9,Saturday
2023-08-19,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),11767,463,Saturday
2023-08-19,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),5462,44,Saturday
2023-08-20,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),8060,96,Sunday
2023-08-20,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2293,12,Sunday
2023-08-20,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),10445,425,Sunday
2023-08-20,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4486,25,Sunday
2023-08-21,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),11356,206,Monday
2023-08-21,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2653,55,Monday
2023-08-21,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),14160,663,Monday
2023-08-21,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6192,32,Monday
2023-08-22,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),12837,227,Tuesday
2023-08-22,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2942,64,Tuesday
2023-08-22,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),15650,702,Tuesday
2023-08-22,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6879,40,Tuesday
2023-08-23,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),13208,239,Wednesday
2023-08-23,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2894,57,Wednesday
2023-08-23,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),15888,730,Wednesday
2023-08-23,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6859,43,Wednesday
2023-08-24,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),12600,213,Thursday
2023-08-24,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2979,55,Thursday
2023-08-24,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),15028,681,Thursday
2023-08-24,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6933,43,Thursday
2023-08-25,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),12813,221,Friday
2023-08-25,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3009,46,Friday
2023-08-25,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),15133,635,Friday
2023-08-25,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),7562,33,Friday
2023-08-26,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),9627,139,Saturday
2023-08-26,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1877,17,Saturday
2023-08-26,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),11199,440,Saturday
2023-08-26,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),5411,22,Saturday
2023-08-27,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7973,116,Sunday
2023-08-27,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1630,8,Sunday
2023-08-27,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),10306,382,Sunday
2023-08-27,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4684,30,Sunday
2023-08-28,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),13765,210,Monday
2023-08-28,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3301,54,Monday
2023-08-28,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),14990,675,Monday
2023-08-28,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8409,41,Monday
2023-08-29,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16400,287,Tuesday
2023-08-29,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4286,111,Tuesday
2023-08-29,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),17870,884,Tuesday
2023-08-29,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),7641,56,Tuesday
2023-08-30,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15372,223,Wednesday
2023-08-30,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3657,54,Wednesday
2023-08-30,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),16920,776,Wednesday
2023-08-30,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8917,51,Wednesday
2023-08-31,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15260,216,Thursday
2023-08-31,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3597,74,Thursday
2023-08-31,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),16665,731,Thursday
2023-08-31,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8659,51,Thursday
2023-09-01,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),5924,85,Friday
2023-09-01,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),7690,142,Friday
2023-09-01,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1595,20,Friday
2023-09-01,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),1717,46,Friday
2023-09-01,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),6987,292,Friday
2023-09-01,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),8814,394,Friday
2023-09-01,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4305,30,Friday
2023-09-01,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3571,29,Friday
2023-09-02,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),4365,67,Saturday
2023-09-02,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),5162,77,Saturday
2023-09-02,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),926,13,Saturday
2023-09-02,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),886,8,Saturday
2023-09-02,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),5139,222,Saturday
2023-09-02,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),5887,223,Saturday
2023-09-02,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),2900,12,Saturday
2023-09-02,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2353,22,Saturday
2023-09-03,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),3687,28,Sunday
2023-09-03,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),4486,52,Sunday
2023-09-03,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),806,7,Sunday
2023-09-03,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),811,8,Sunday
2023-09-03,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),4568,181,Sunday
2023-09-03,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),5193,170,Sunday
2023-09-03,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),2514,12,Sunday
2023-09-03,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2220,16,Sunday
2023-09-04,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),3156,40,Monday
2023-09-04,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),4147,74,Monday
2023-09-04,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),728,5,Monday
2023-09-04,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),701,2,Monday
2023-09-04,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),3906,220,Monday
2023-09-04,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),4683,188,Monday
2023-09-04,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),2493,12,Monday
2023-09-04,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),1874,15,Monday
2023-09-05,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6688,88,Tuesday
2023-09-05,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8178,107,Tuesday
2023-09-05,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1790,29,Tuesday
2023-09-05,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),1813,42,Tuesday
2023-09-05,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7031,342,Tuesday
2023-09-05,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),9258,433,Tuesday
2023-09-05,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4596,17,Tuesday
2023-09-05,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3891,19,Tuesday
2023-09-06,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7343,93,Wednesday
2023-09-06,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8953,134,Wednesday
2023-09-06,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1852,18,Wednesday
2023-09-06,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),1909,44,Wednesday
2023-09-06,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7454,327,Wednesday
2023-09-06,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),9931,445,Wednesday
2023-09-06,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4949,23,Wednesday
2023-09-06,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4137,22,Wednesday
2023-09-07,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7204,85,Thursday
2023-09-07,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8931,131,Thursday
2023-09-07,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1978,28,Thursday
2023-09-07,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2222,37,Thursday
2023-09-07,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7675,333,Thursday
2023-09-07,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10340,447,Thursday
2023-09-07,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5042,36,Thursday
2023-09-07,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4181,49,Thursday
2023-09-08,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6320,84,Friday
2023-09-08,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8161,116,Friday
2023-09-08,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1648,29,Friday
2023-09-08,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2149,40,Friday
2023-09-08,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7256,322,Friday
2023-09-08,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10045,428,Friday
2023-09-08,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4877,29,Friday
2023-09-08,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3695,32,Friday
2023-09-09,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),5440,73,Saturday
2023-09-09,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),5680,80,Saturday
2023-09-09,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),935,13,Saturday
2023-09-09,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),942,7,Saturday
2023-09-09,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),5738,237,Saturday
2023-09-09,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),6112,197,Saturday
2023-09-09,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5268,125,Saturday
2023-09-09,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4521,164,Saturday
2023-09-10,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),4159,47,Sunday
2023-09-10,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),4575,66,Sunday
2023-09-10,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),671,8,Sunday
2023-09-10,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),783,5,Sunday
2023-09-10,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),4711,199,Sunday
2023-09-10,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),5310,180,Sunday
2023-09-10,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4313,77,Sunday
2023-09-10,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3594,150,Sunday
2023-09-11,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6395,89,Monday
2023-09-11,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8945,111,Monday
2023-09-11,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1731,19,Monday
2023-09-11,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2286,35,Monday
2023-09-11,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),6571,320,Monday
2023-09-11,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),9787,381,Monday
2023-09-11,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5154,21,Monday
2023-09-11,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3914,37,Monday
2023-09-12,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7158,107,Tuesday
2023-09-12,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9583,134,Tuesday
2023-09-12,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1848,30,Tuesday
2023-09-12,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2535,41,Tuesday
2023-09-12,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7396,329,Tuesday
2023-09-12,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10941,438,Tuesday
2023-09-12,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5587,28,Tuesday
2023-09-12,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4135,26,Tuesday
2023-09-13,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6928,86,Wednesday
2023-09-13,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9569,131,Wednesday
2023-09-13,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1807,28,Wednesday
2023-09-13,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2411,38,Wednesday
2023-09-13,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7610,313,Wednesday
2023-09-13,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10972,433,Wednesday
2023-09-13,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5420,17,Wednesday
2023-09-13,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3983,27,Wednesday
2023-09-14,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7122,91,Thursday
2023-09-14,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10001,145,Thursday
2023-09-14,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1828,20,Thursday
2023-09-14,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2511,41,Thursday
2023-09-14,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7776,320,Thursday
2023-09-14,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11301,466,Thursday
2023-09-14,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5787,18,Thursday
2023-09-14,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4371,38,Thursday
2023-09-15,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6103,95,Friday
2023-09-15,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8728,145,Friday
2023-09-15,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1514,31,Friday
2023-09-15,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2204,33,Friday
2023-09-15,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7453,312,Friday
2023-09-15,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10578,414,Friday
2023-09-15,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4734,32,Friday
2023-09-15,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3430,23,Friday
2023-09-16,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),5534,76,Saturday
2023-09-16,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),5960,91,Saturday
2023-09-16,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1023,11,Saturday
2023-09-16,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),996,13,Saturday
2023-09-16,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),5963,222,Saturday
2023-09-16,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),6343,245,Saturday
2023-09-16,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5678,137,Saturday
2023-09-16,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4683,197,Saturday
2023-09-17,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),4693,41,Sunday
2023-09-17,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),5113,52,Sunday
2023-09-17,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),951,5,Sunday
2023-09-17,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),972,7,Sunday
2023-09-17,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),4873,154,Sunday
2023-09-17,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),5729,142,Sunday
2023-09-17,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4535,99,Sunday
2023-09-17,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3724,136,Sunday
2023-09-18,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6177,71,Monday
2023-09-18,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8734,112,Monday
2023-09-18,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1661,27,Monday
2023-09-18,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2225,30,Monday
2023-09-18,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),6262,325,Monday
2023-09-18,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),9571,379,Monday
2023-09-18,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5100,28,Monday
2023-09-18,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3742,21,Monday
2023-09-19,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7284,90,Tuesday
2023-09-19,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10156,151,Tuesday
2023-09-19,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1863,25,Tuesday
2023-09-19,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2545,44,Tuesday
2023-09-19,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7633,314,Tuesday
2023-09-19,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11374,451,Tuesday
2023-09-19,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5631,20,Tuesday
2023-09-19,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4041,27,Tuesday
2023-09-20,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7488,95,Wednesday
2023-09-20,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10195,151,Wednesday
2023-09-20,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1864,29,Wednesday
2023-09-20,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2635,55,Wednesday
2023-09-20,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7779,338,Wednesday
2023-09-20,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11798,472,Wednesday
2023-09-20,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5927,30,Wednesday
2023-09-20,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4116,25,Wednesday
2023-09-21,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7270,81,Thursday
2023-09-21,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10207,140,Thursday
2023-09-21,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1821,19,Thursday
2023-09-21,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2551,39,Thursday
2023-09-21,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7836,352,Thursday
2023-09-21,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11425,472,Thursday
2023-09-21,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5604,33,Thursday
2023-09-21,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4136,22,Thursday
2023-09-22,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6642,85,Friday
2023-09-22,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9261,160,Friday
2023-09-22,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1667,22,Friday
2023-09-22,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2291,45,Friday
2023-09-22,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7655,349,Friday
2023-09-22,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10861,480,Friday
2023-09-22,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5269,27,Friday
