transit_timestamp,station_complex_id,station_complex,borough,Georeference,ridership,transfers,weekday
2023-04-22,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1807,16,Saturday
2023-04-22,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),12013,483,Saturday
2023-04-22,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6125,28,Saturday
2023-04-23,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7763,90,Sunday
2023-04-23,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1463,10,Sunday
2023-04-23,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),10500,349,Sunday
2023-04-23,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4791,21,Sunday
2023-04-24,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15088,201,Monday
2023-04-24,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3755,60,Monday
2023-04-24,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),17896,850,Monday
2023-04-24,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9409,54,Monday
2023-04-25,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16526,262,Tuesday
2023-04-25,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4090,55,Tuesday
2023-04-25,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18822,907,Tuesday
2023-04-25,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9906,39,Tuesday
2023-04-26,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16873,266,Wednesday
2023-04-26,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4159,68,Wednesday
2023-04-26,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19607,842,Wednesday
2023-04-26,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9820,47,Wednesday
2023-04-27,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16667,219,Thursday
2023-04-27,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4118,70,Thursday
2023-04-27,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19359,848,Thursday
2023-04-27,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),10025,67,Thursday
2023-04-28,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14573,210,Friday
2023-04-28,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3741,68,Friday
2023-04-28,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),17883,799,Friday
2023-04-28,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8968,38,Friday
2023-04-29,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),8767,120,Saturday
2023-04-29,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1650,26,Saturday
2023-04-29,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),9902,396,Saturday
2023-04-29,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),5480,19,Saturday
2023-04-30,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6990,71,Sunday
2023-04-30,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1387,9,Sunday
2023-04-30,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),8960,333,Sunday
2023-04-30,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4393,24,Sunday
2023-05-01,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15358,242,Monday
2023-05-01,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3768,65,Monday
2023-05-01,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18491,828,Monday
2023-05-01,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9478,64,Monday
2023-05-02,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16489,233,Tuesday
2023-05-02,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4077,72,Tuesday
2023-05-02,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19023,840,Tuesday
2023-05-02,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9782,50,Tuesday
2023-05-03,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16857,234,Wednesday
2023-05-03,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4156,68,Wednesday
2023-05-03,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19760,843,Wednesday
2023-05-03,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9769,52,Wednesday
2023-05-04,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16640,255,Thursday
2023-05-04,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4097,56,Thursday
2023-05-04,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19620,846,Thursday
2023-05-04,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9832,61,Thursday
2023-05-05,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15451,235,Friday
2023-05-05,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3902,81,Friday
2023-05-05,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18654,813,Friday
2023-05-05,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9133,54,Friday
2023-05-06,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),10492,121,Saturday
2023-05-06,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2047,22,Saturday
2023-05-06,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),12622,544,Saturday
2023-05-06,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6703,38,Saturday
2023-05-07,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),8356,81,Sunday
2023-05-07,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1654,8,Sunday
2023-05-07,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),10539,363,Sunday
2023-05-07,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),5264,28,Sunday
2023-05-08,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15581,233,Monday
2023-05-08,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3695,69,Monday
2023-05-08,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),17771,807,Monday
2023-05-08,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9233,58,Monday
2023-05-09,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16582,275,Tuesday
2023-05-09,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4072,67,Tuesday
2023-05-09,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19245,860,Tuesday
2023-05-09,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9640,53,Tuesday
2023-05-10,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16635,241,Wednesday
2023-05-10,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4048,65,Wednesday
2023-05-10,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19791,824,Wednesday
2023-05-10,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9853,55,Wednesday
2023-05-11,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16838,211,Thursday
2023-05-11,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4169,72,Thursday
2023-05-11,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19934,857,Thursday
2023-05-11,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),10231,74,Thursday
2023-05-12,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15099,230,Friday
2023-05-12,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3913,78,Friday
2023-05-12,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18711,819,Friday
2023-05-12,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8949,63,Friday
2023-05-13,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),10282,135,Saturday
2023-05-13,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1710,20,Saturday
2023-05-13,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),13088,458,Saturday
2023-05-13,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6475,53,Saturday
2023-05-14,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7978,101,Sunday
2023-05-14,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1345,13,Sunday
2023-05-14,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),10023,360,Sunday
2023-05-14,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4932,17,Sunday
2023-05-15,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14957,208,Monday
2023-05-15,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3801,67,Monday
2023-05-15,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18064,795,Monday
2023-05-15,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8935,56,Monday
2023-05-16,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16261,244,Tuesday
2023-05-16,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3974,60,Tuesday
2023-05-16,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19810,880,Tuesday
2023-05-16,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9522,41,Tuesday
2023-05-17,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16113,262,Wednesday
2023-05-17,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4003,58,Wednesday
2023-05-17,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),20355,869,Wednesday
2023-05-17,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9188,51,Wednesday
2023-05-18,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),16182,254,Thursday
2023-05-18,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),4120,64,Thursday
2023-05-18,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),20209,799,Thursday
2023-05-18,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9258,51,Thursday
2023-05-19,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15027,246,Friday
2023-05-19,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3851,73,Friday
2023-05-19,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19322,810,Friday
2023-05-19,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8672,44,Friday
2023-05-20,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),9547,139,Saturday
2023-05-20,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1832,18,Saturday
2023-05-20,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),11307,429,Saturday
2023-05-20,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),5819,23,Saturday
2023-05-21,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),8187,96,Sunday
2023-05-21,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1719,18,Sunday
2023-05-21,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),10437,410,Sunday
2023-05-21,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),5088,24,Sunday
2023-05-22,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14509,227,Monday
2023-05-22,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3564,65,Monday
2023-05-22,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),17432,807,Monday
2023-05-22,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8598,55,Monday
2023-05-23,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15429,233,Tuesday
2023-05-23,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3894,69,Tuesday
2023-05-23,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19106,846,Tuesday
2023-05-23,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),9024,47,Tuesday
2023-05-24,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15202,247,Wednesday
2023-05-24,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3988,90,Wednesday
2023-05-24,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19786,790,Wednesday
2023-05-24,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8601,49,Wednesday
2023-05-25,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14970,269,Thursday
2023-05-25,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3778,87,Thursday
2023-05-25,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19059,832,Thursday
2023-05-25,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8349,49,Thursday
2023-05-26,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14176,226,Friday
2023-05-26,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3385,57,Friday
2023-05-26,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),17868,746,Friday
2023-05-26,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8391,60,Friday
2023-05-27,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),9714,123,Saturday
2023-05-27,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1720,22,Saturday
2023-05-27,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),11641,460,Saturday
2023-05-27,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),5466,34,Saturday
2023-05-28,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),8217,115,Sunday
2023-05-28,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1560,7,Sunday
2023-05-28,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),10192,408,Sunday
2023-05-28,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4673,16,Sunday
2023-05-29,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),8176,106,Monday
2023-05-29,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1540,13,Monday
2023-05-29,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),9903,463,Monday
2023-05-29,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4613,16,Monday
2023-05-30,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14109,229,Tuesday
2023-05-30,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3463,54,Tuesday
2023-05-30,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18132,805,Tuesday
2023-05-30,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8039,60,Tuesday
2023-05-31,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14904,232,Wednesday
2023-05-31,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3826,68,Wednesday
2023-05-31,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),19246,834,Wednesday
2023-05-31,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8388,52,Wednesday
2023-06-01,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14784,230,Thursday
2023-06-01,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3687,67,Thursday
2023-06-01,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18797,802,Thursday
2023-06-01,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8471,52,Thursday
2023-06-02,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15015,214,Friday
2023-06-02,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3699,58,Friday
2023-06-02,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18353,798,Friday
2023-06-02,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8593,47,Friday
2023-06-03,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),10188,136,Saturday
2023-06-03,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1867,32,Saturday
2023-06-03,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),12257,496,Saturday
2023-06-03,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6093,31,Saturday
2023-06-04,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),8381,103,Sunday
2023-06-04,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1518,12,Sunday
2023-06-04,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),10082,435,Sunday
2023-06-04,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4796,31,Sunday
2023-06-05,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),13881,219,Monday
2023-06-05,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3347,62,Monday
2023-06-05,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),17244,799,Monday
2023-06-05,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8271,44,Monday
2023-06-06,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14950,242,Tuesday
2023-06-06,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3769,67,Tuesday
2023-06-06,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18528,810,Tuesday
2023-06-06,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8450,56,Tuesday
2023-06-07,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14317,226,Wednesday
2023-06-07,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3393,68,Wednesday
2023-06-07,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),17615,740,Wednesday
2023-06-07,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),7983,43,Wednesday
2023-06-08,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),12572,209,Thursday
2023-06-08,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2919,61,Thursday
2023-06-08,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),15229,662,Thursday
2023-06-08,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),7010,40,Thursday
2023-06-09,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),13525,240,Friday
2023-06-09,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3210,60,Friday
2023-06-09,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),16677,728,Friday
2023-06-09,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),7648,52,Friday
2023-06-10,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),10307,170,Saturday
2023-06-10,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2035,28,Saturday
2023-06-10,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),12707,520,Saturday
2023-06-10,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),6147,43,Saturday
2023-06-11,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),8421,94,Sunday
2023-06-11,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1661,6,Sunday
2023-06-11,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),10329,461,Sunday
2023-06-11,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4886,21,Sunday
2023-06-12,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),13153,203,Monday
2023-06-12,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3459,66,Monday
2023-06-12,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),16887,775,Monday
2023-06-12,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),7861,53,Monday
2023-06-13,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14617,236,Tuesday
2023-06-13,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3655,72,Tuesday
2023-06-13,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18735,831,Tuesday
2023-06-13,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8621,63,Tuesday
2023-06-14,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14738,232,Wednesday
2023-06-14,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3533,68,Wednesday
2023-06-14,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18556,757,Wednesday
2023-06-14,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8214,49,Wednesday
2023-06-15,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),15059,225,Thursday
2023-06-15,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3771,76,Thursday
2023-06-15,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18730,803,Thursday
2023-06-15,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),8688,61,Thursday
2023-06-16,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14453,231,Friday
2023-06-16,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3325,53,Friday
2023-06-16,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),17250,717,Friday
2023-06-16,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),7552,58,Friday
2023-06-17,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),10208,147,Saturday
2023-06-17,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2142,24,Saturday
2023-06-17,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),12260,455,Saturday
2023-06-17,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),5939,39,Saturday
2023-06-18,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7811,91,Sunday
2023-06-18,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1604,15,Sunday
2023-06-18,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),9709,366,Sunday
2023-06-18,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4839,27,Sunday
2023-06-19,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),10127,149,Monday
2023-06-19,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),2204,32,Monday
2023-06-19,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),12564,585,Monday
2023-06-19,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),5940,31,Monday
2023-06-20,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14266,220,Tuesday
2023-06-20,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3382,56,Tuesday
2023-06-20,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),18329,773,Tuesday
2023-06-20,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),7985,41,Tuesday
2023-06-21,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),14822,236,Wednesday
2023-06-21,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),3465,55,Wednesday
