transit_timestamp,station_complex_id,station_complex,borough,latitude,longitude,ridership
2023Q1,397,"86 St (4,5,6)",Manhattan,40.779492,-73.955589,2428671
2023Q1,398,77 St (6),Manhattan,40.77362,-73.959874,1436638
2023Q1,399,68 St-Hunter College (6),Manhattan,40.768141,-73.96387,1209189
2023Q1,4,"Broadway (N,W)",Queens,40.76182,-73.925508,674013
2023Q1,403,33 St (6),Manhattan,40.746081,-73.982076,1351409
2023Q1,404,28 St (6),Manhattan,40.74307,-73.984264,1044119
2023Q1,405,23 St (6),Manhattan,40.739864,-73.986599,1363129
2023Q1,407,Astor Pl (6),Manhattan,40.730054,-73.99107,877878
2023Q1,409,Spring St (6),Manhattan,40.722301,-73.997141,657754
2023Q1,41,"7 Av (B,Q)",Brooklyn,40.67705,-73.972367,541363
2023Q1,413,"Wall St (4,5)",Manhattan,40.707557,-74.011862,785095
2023Q1,414,"Bowling Green (4,5)",Manhattan,40.704817,-74.014065,1142809
2023Q1,416,Wakefield-241 St (2),Bronx,40.903125,-73.85062,216038
2023Q1,417,"Nereid Av (2,5)",Bronx,40.898379,-73.854376,151304
2023Q1,418,"233 St (2,5)",Bronx,40.893193,-73.857473,214685
2023Q1,419,"225 St (2,5)",Bronx,40.888022,-73.860341,150631
2023Q1,42,"Prospect Park (B,Q,S)",Brooklyn,40.661614,-73.962246,523443
2023Q1,420,"219 St (2,5)",Bronx,40.883895,-73.862633,127235
2023Q1,421,"Gun Hill Rd (2,5)",Bronx,40.87785,-73.866256,296825
2023Q1,422,"Burke Av (2,5)",Bronx,40.871356,-73.867164,135443
2023Q1,423,"Allerton Av (2,5)",Bronx,40.865462,-73.867352,225480
2023Q1,424,"Pelham Pkwy (2,5)",Bronx,40.857192,-73.867615,361323
2023Q1,425,"Bronx Park East (2,5)",Bronx,40.848828,-73.868457,116603
2023Q1,426,"E 180 St (2,5)",Bronx,40.841894,-73.873488,413133
2023Q1,427,"West Farms Sq-E Tremont Av (2,5)",Bronx,40.840295,-73.880049,252794
2023Q1,428,"174 St (2,5)",Bronx,40.837288,-73.887734,299332
2023Q1,429,"Freeman St (2,5)",Bronx,40.829993,-73.891865,208957
2023Q1,43,Parkside Av (Q),Brooklyn,40.655292,-73.961495,352098
2023Q1,430,"Simpson St (2,5)",Bronx,40.824073,-73.893064,343713
2023Q1,431,"Intervale Av (2,5)",Bronx,40.822181,-73.896736,150303
2023Q1,432,"Prospect Av (2,5)",Bronx,40.819585,-73.90177,318559
2023Q1,433,"Jackson Av (2,5)",Bronx,40.81649,-73.907807,235199
2023Q1,434,"3 Av-149 St (2,5)",Bronx,40.816109,-73.917757,807970
2023Q1,436,Harlem-148 St (3),Manhattan,40.82388,-73.93647,178252
2023Q1,437,145 St (3),Manhattan,40.820421,-73.936245,148336
2023Q1,438,"135 St (2,3)",Manhattan,40.814229,-73.94077,561248
2023Q1,439,"125 St (2,3)",Manhattan,40.807754,-73.945495,662837
2023Q1,44,"Church Av (B,Q)",Brooklyn,40.650527,-73.962982,803994
2023Q1,440,"116 St (2,3)",Manhattan,40.802098,-73.949625,503710
2023Q1,441,"Central Park North (110 St) (2,3)",Manhattan,40.799075,-73.951822,407884
2023Q1,442,Eastchester-Dyre Av (5),Bronx,40.8883,-73.830834,198966
2023Q1,443,Baychester Av (5),Bronx,40.878663,-73.838591,145009
2023Q1,444,Gun Hill Rd (5),Bronx,40.869526,-73.846384,244016
2023Q1,445,Pelham Pkwy (5),Bronx,40.858985,-73.855359,144032
2023Q1,446,Morris Park (5),Bronx,40.854364,-73.860495,130319
2023Q1,447,Flushing-Main St (7),Queens,40.7596,-73.83003,3100969
2023Q1,448,Mets-Willets Point (7),Queens,40.754622,-73.845625,230061
2023Q1,449,111 St (7),Queens,40.75173,-73.855334,711757
2023Q1,45,Beverley Rd (Q),Brooklyn,40.644031,-73.964492,203008
2023Q1,450,103 St-Corona Plaza (7),Queens,40.749865,-73.8627,1452226
2023Q1,451,Junction Blvd (7),Queens,40.749145,-73.869527,1586668
2023Q1,452,90 St-Elmhurst Av (7),Queens,40.748408,-73.876613,1046852
2023Q1,453,82 St-Jackson Hts (7),Queens,40.747659,-73.883697,1030636
2023Q1,455,69 St (7),Queens,40.746325,-73.896403,329321
2023Q1,456,61 St-Woodside (7),Queens,40.74563,-73.902984,1046612
2023Q1,457,52 St (7),Queens,40.744149,-73.912549,341814
2023Q1,458,46 St-Bliss St (7),Queens,40.743132,-73.918435,691540
2023Q1,459,40 St-Lowery St (7),Queens,40.743781,-73.924016,531178
2023Q1,46,Cortelyou Rd (Q),Brooklyn,40.640927,-73.963891,330997
2023Q1,460,33 St-Rawson St (7),Queens,40.744587,-73.930997,429467
2023Q1,461,"Queensboro Plaza (7,N,W)",Queens,40.750582,-73.940202,1717072
2023Q1,463,Hunters Point Av (7),Queens,40.742216,-73.948916,264822
2023Q1,464,Vernon Blvd-Jackson Av (7),Queens,40.742626,-73.953581,814173
2023Q1,47,"Newkirk Plaza (B,Q)",Brooklyn,40.635082,-73.962793,546852
2023Q1,471,34 St-Hudson Yards (7),Manhattan,40.755882,-74.00191,1115120
2023Q1,475,96 St (Q),Manhattan,40.784318,-73.947152,978357
2023Q1,476,86 St (Q),Manhattan,40.777891,-73.951787,1364547
2023Q1,477,72 St (Q),Manhattan,40.768799,-73.958424,1626368
2023Q1,48,Avenue H (Q),Brooklyn,40.62927,-73.961639,169973
2023Q1,49,Avenue J (Q),Brooklyn,40.625039,-73.960803,307456
2023Q1,5,"36 Av (N,W)",Queens,40.756804,-73.929575,352528
2023Q1,50,Avenue M (Q),Brooklyn,40.617618,-73.959399,319572
2023Q1,501,St George (SIR),Staten Island,40.643748,-74.073643,463418
2023Q1,502,Tompkinsville (SIR),Staten Island,40.636949,-74.074835,36335
2023Q1,51,"Kings Hwy (B,Q)",Brooklyn,40.60867,-73.957734,1075977
2023Q1,52,Avenue U (Q),Brooklyn,40.5993,-73.955929,400989
2023Q1,53,Neck Rd (Q),Brooklyn,40.595246,-73.955161,243069
2023Q1,54,"Sheepshead Bay (B,Q)",Brooklyn,40.586896,-73.954155,697820
2023Q1,55,"Brighton Beach (B,Q)",Brooklyn,40.577621,-73.961376,620362
2023Q1,56,Ocean Pkwy (Q),Brooklyn,40.576312,-73.968501,184569
2023Q1,57,"W 8 St-NY Aquarium (F,Q)",Brooklyn,40.576127,-73.975939,118840
2023Q1,58,"Coney Island-Stillwell Av (D,F,N,Q)",Brooklyn,40.577422,-73.981233,679225
2023Q1,59,9 Av (D),Brooklyn,40.646292,-73.994324,309848
2023Q1,6,"39 Av-Dutch Kills (N,W)",Queens,40.752882,-73.932755,181871
2023Q1,60,Fort Hamilton Pkwy (D),Brooklyn,40.640914,-73.994304,222425
2023Q1,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,40.737335,-73.996786,2584701
2023Q1,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,40.737826,-74.000201,2584701
2023Q1,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,40.738228,-73.996209,2584701
2023Q1,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,40.734673,-73.989951,5006547
2023Q1,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,40.734789,-73.99073,5006547
2023Q1,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,40.735736,-73.990568,5006547
2023Q1,603,"149 St-Grand Concourse (2,4,5)",Bronx,40.818375,-73.927351,526523
2023Q1,603,"149 St-Grand Concourse (2,4,5)",Bronx,40.81841,-73.926718,526523
2023Q1,604,"161 St-Yankee Stadium (B,D,4)",Bronx,40.827905,-73.925651,1053988
2023Q1,604,"161 St-Yankee Stadium (B,D,4)",Bronx,40.827994,-73.925831,1053988
2023Q1,605,"168 St (A,C,1)",Manhattan,40.840556,-73.940133,1283780
2023Q1,605,"168 St (A,C,1)",Manhattan,40.840719,-73.939561,1283780
2023Q1,606,"Court Sq (E,G,M,7)",Queens,40.746554,-73.943832,1255420
2023Q1,606,"Court Sq (E,G,M,7)",Queens,40.747023,-73.945264,1255420
2023Q1,606,"Court Sq (E,G,M,7)",Queens,40.747846,-73.946,1255420
2023Q1,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",Manhattan,40.749567,-73.98795,5539601
2023Q1,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",Manhattan,40.749719,-73.987823,5539601
2023Q1,608,"4 Av (F,G)/9 St (R)",Brooklyn,40.670272,-73.989779,705538
2023Q1,608,"4 Av (F,G)/9 St (R)",Brooklyn,40.670847,-73.988302,705538
2023Q1,609,"Bryant Pk (B,D,F,M)/5 Av (7)",Manhattan,40.753821,-73.981963,2422901
2023Q1,609,"Bryant Pk (B,D,F,M)/5 Av (7)",Manhattan,40.754222,-73.984569,2422901
2023Q1,61,50 St (D),Brooklyn,40.63626,-73.994791,191497
2023Q1,610,"Grand Central-42 St (S,4,5,6,7)",Manhattan,40.751431,-73.976041,6831146
2023Q1,610,"Grand Central-42 St (S,4,5,6,7)",Manhattan,40.751776,-73.976848,6831146
2023Q1,610,"Grand Central-42 St (S,4,5,6,7)",Manhattan,40.752769,-73.979189,6831146
2023Q1,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,40.754672,-73.986754,9659177
2023Q1,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,40.75529,-73.987495,9659177
2023Q1,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,40.755477,-73.987691,9659177
2023Q1,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,40.755983,-73.986229,9659177
2023Q1,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,40.757308,-73.989735,9659177
2023Q1,612,"Lexington Av-53 St (E,M)/51 St (6)",Manhattan,40.757107,-73.97192,2702221
2023Q1,612,"Lexington Av-53 St (E,M)/51 St (6)",Manhattan,40.757552,-73.969055,2702221
2023Q1,613,"Lexington Av (N,R,W)/59 St (4,5,6)",Manhattan,40.762526,-73.967967,2679021
2023Q1,613,"Lexington Av (N,R,W)/59 St (4,5,6)",Manhattan,40.76266,-73.967258,2679021
2023Q1,614,"59 St-Columbus Circle (A,B,C,D,1)",Manhattan,40.768247,-73.981929,3688491
2023Q1,614,"59 St-Columbus Circle (A,B,C,D,1)",Manhattan,40.768296,-73.981736,3688491
2023Q1,615,New Utrecht Av (N)/62 St (D),Brooklyn,40.624842,-73.996353,307358
2023Q1,615,New Utrecht Av (N)/62 St (D),Brooklyn,40.626472,-73.996895,307358
2023Q1,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Queens,40.746644,-73.891338,3174045
2023Q1,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Queens,40.746848,-73.891394,3174045
2023Q1,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,40.683666,-73.97881,2410580
2023Q1,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,40.684359,-73.977666,2410580
2023Q1,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,40.68446,-73.97689,2410580
2023Q1,618,"14 St (A,C,E)/8 Av (L)",Manhattan,40.739777,-74.002578,2487860
2023Q1,618,"14 St (A,C,E)/8 Av (L)",Manhattan,40.740893,-74.00169,2487860
2023Q1,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,40.725297,-73.996204,2105586
2023Q1,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,40.725915,-73.994659,2105586
2023Q1,62,55 St (D),Brooklyn,40.631435,-73.995476,106737
2023Q1,620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,40.692404,-73.990151,1534658
2023Q1,620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,40.693219,-73.989998,1534658
2023Q1,620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,40.6941,-73.991777,1534658
2023Q1,621,"Broadway Junction (A,C,J,L,Z)",Brooklyn,40.678334,-73.905316,422860
2023Q1,621,"Broadway Junction (A,C,J,L,Z)",Brooklyn,40.678856,-73.90324,422860
2023Q1,621,"Broadway Junction (A,C,J,L,Z)",Brooklyn,40.679498,-73.904512,422860
2023Q1,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",Manhattan,40.713065,-74.004131,1368952
2023Q1,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",Manhattan,40.713243,-74.003401,1368952
2023Q1,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,40.718092,-73.999892,2392532
2023Q1,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,40.718383,-74.00046,2392532
2023Q1,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,40.718803,-74.000193,2392532
2023Q1,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,40.719527,-74.001775,2392532
2023Q1,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,40.710668,-74.011029,2758298
2023Q1,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,40.712582,-74.009781,2758298
2023Q1,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,40.713051,-74.008811,2758298
2023Q1,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,40.714111,-74.008585,2758298
2023Q1,625,"Delancey St (F)/Essex St (J,M,Z)",Manhattan,40.718315,-73.987437,1677269
2023Q1,625,"Delancey St (F)/Essex St (J,M,Z)",Manhattan,40.718611,-73.988114,1677269
2023Q1,626,"Franklin Av (2,3,4,5)/Botanic Garden (S)",Brooklyn,40.670343,-73.959245,802670
2023Q1,626,"Franklin Av (2,3,4,5)/Botanic Garden (S)",Brooklyn,40.670682,-73.958131,802670
2023Q1,627,"Franklin Av (C,S)",Brooklyn,40.680596,-73.955827,298918
2023Q1,627,"Franklin Av (C,S)",Brooklyn,40.68138,-73.956848,298918
2023Q1,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.709416,-74.006571,4064258
2023Q1,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.710197,-74.007691,4064258
2023Q1,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.710368,-74.009509,4064258
2023Q1,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.710374,-74.007582,4064258
2023Q1,629,Lorimer St (L)/Metropolitan Av (G),Brooklyn,40.712792,-73.951418,944863
2023Q1,629,Lorimer St (L)/Metropolitan Av (G),Brooklyn,40.714063,-73.950275,944863
2023Q1,630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,40.69943,-73.912385,1265507
2023Q1,630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,40.699814,-73.911586,1265507
2023Q1,635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,40.702068,-74.013664,1290081
2023Q1,635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,40.703087,-74.012994,1290081
2023Q1,636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.69218,-73.985942,1819657
2023Q1,636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.692338,-73.987342,1819657
2023Q1,64,71 St (D),Brooklyn,40.619589,-73.998864,253449
2023Q1,65,79 St (D),Brooklyn,40.613501,-74.00061,316997
2023Q1,66,18 Av (D),Brooklyn,40.607954,-74.001736,321574
2023Q1,67,20 Av (D),Brooklyn,40.604556,-73.998168,267875
2023Q1,68,Bay Pkwy (D),Brooklyn,40.601875,-73.993728,433080
2023Q1,69,25 Av (D),Brooklyn,40.597704,-73.986829,241261
2023Q1,70,Bay 50 St (D),Brooklyn,40.588841,-73.983765,148776
2023Q1,71,8 Av (N),Brooklyn,40.635064,-74.011719,634245
2023Q1,72,Fort Hamilton Pkwy (N),Brooklyn,40.631386,-74.005351,379873
2023Q1,74,18 Av (N),Brooklyn,40.620671,-73.990414,309856
2023Q1,75,20 Av (N),Brooklyn,40.61741,-73.985026,233637
2023Q1,76,Bay Pkwy (N),Brooklyn,40.611815,-73.981848,406648
2023Q1,77,Kings Hwy (N),Brooklyn,40.603923,-73.980353,316525
2023Q1,78,Avenue U (N),Brooklyn,40.597473,-73.979137,209011
2023Q1,79,86 St (N),Brooklyn,40.592721,-73.97823,136235
2023Q1,8,"5 Av/59 St (N,R,W)",Manhattan,40.764811,-73.973347,754654
2023Q1,80,"121 St (J,Z)",Queens,40.700492,-73.828294,123521
2023Q1,81,111 St (J),Queens,40.697418,-73.836345,117442
2023Q1,82,"104 St (J,Z)",Queens,40.695178,-73.84433,142917
2023Q1,83,"Woodhaven Blvd (J,Z)",Queens,40.693879,-73.851576,197660
2023Q1,84,85 St-Forest Pkwy (J),Queens,40.692435,-73.86001,195986
2023Q1,85,"75 St-Elderts Ln (J,Z)",Queens,40.691324,-73.867139,139560
2023Q1,86,Cypress Hills (J),Brooklyn,40.689941,-73.87255,73466
2023Q1,87,"Crescent St (J,Z)",Brooklyn,40.683194,-73.873785,195370
2023Q1,88,"Norwood Av (J,Z)",Brooklyn,40.68141,-73.880039,127017
2023Q1,89,Cleveland St (J),Brooklyn,40.679947,-73.884639,121150
2023Q1,9,"57 St-7 Av (N,Q,R,W)",Manhattan,40.764664,-73.980658,1781177
2023Q1,90,"Van Siclen Av (J,Z)",Brooklyn,40.678024,-73.891688,132272
2023Q1,91,Alabama Av (J),Brooklyn,40.676992,-73.898654,100738
2023Q1,93,"Chauncey St (J,Z)",Brooklyn,40.682893,-73.910456,157073
2023Q1,94,Halsey St (J),Brooklyn,40.68637,-73.916559,305122
2023Q1,95,"Gates Av (J,Z)",Brooklyn,40.68963,-73.92227,363792
2023Q1,96,Kosciuszko St (J),Brooklyn,40.693342,-73.928814,283186
2023Q1,97,"Myrtle Av (M,J,Z)",Brooklyn,40.697207,-73.935657,625031
2023Q1,98,"Flushing Av (M,J)",Brooklyn,40.70026,-73.941126,409912
2023Q1,99,"Lorimer St (M,J)",Brooklyn,40.703869,-73.947408,231993
2023Q1,TRAM1,RI Tramway (Manhattan),Manhattan,40.761338,-73.964155,265945
2023Q1,TRAM2,RI Tramway (Roosevelt),Manhattan,40.75734,-73.954114,238445
2023Q2,1,"Astoria-Ditmars Blvd (N,W)",Queens,40.775036,-73.912034,821922
2023Q2,10,"49 St (N,R,W)",Manhattan,40.759901,-73.984139,1382741
2023Q2,100,"Hewes St (M,J)",Brooklyn,40.70687,-73.953431,153055
2023Q2,101,"Marcy Av (M,J,Z)",Brooklyn,40.708359,-73.957757,745368
2023Q2,103,"Bowery (J,Z)",Manhattan,40.72028,-73.993915,234746
2023Q2,107,"Broad St (J,Z)",Manhattan,40.706476,-74.011056,318990
2023Q2,108,Middle Village-Metropolitan Av (M),Queens,40.711396,-73.889601,205781
2023Q2,109,Fresh Pond Rd (M),Queens,40.706186,-73.895877,309469
2023Q2,110,Forest Av (M),Queens,40.704423,-73.903077,230044
2023Q2,111,Seneca Av (M),Queens,40.702762,-73.90774,154081
2023Q2,113,Knickerbocker Av (M),Brooklyn,40.698664,-73.919711,215017
2023Q2,114,Central Av (M),Brooklyn,40.697857,-73.927397,204656
2023Q2,118,3 Av (L),Manhattan,40.732849,-73.986122,399209
2023Q2,119,1 Av (L),Manhattan,40.730953,-73.981628,1526547
2023Q2,120,Bedford Av (L),Brooklyn,40.717304,-73.956872,2284426
2023Q2,122,Graham Av (L),Brooklyn,40.714565,-73.944053,568666
2023Q2,123,Grand St (L),Brooklyn,40.711926,-73.94067,393835
2023Q2,124,Montrose Av (L),Brooklyn,40.707739,-73.93985,445681
2023Q2,125,Morgan Av (L),Brooklyn,40.706152,-73.933147,463302
2023Q2,126,Jefferson St (L),Brooklyn,40.706607,-73.922913,558949
2023Q2,127,DeKalb Av (L),Brooklyn,40.703811,-73.918425,736354
2023Q2,129,Halsey St (L),Queens,40.695602,-73.904084,438450
2023Q2,13,"28 St (R,W)",Manhattan,40.745494,-73.988691,681911
2023Q2,130,Wilson Av (L),Brooklyn,40.688764,-73.904046,254603
2023Q2,131,Bushwick Av-Aberdeen St (L),Brooklyn,40.682829,-73.905249,144434
2023Q2,133,Atlantic Av (L),Brooklyn,40.675345,-73.903097,92781
2023Q2,134,Sutter Av (L),Brooklyn,40.669367,-73.901975,130836
2023Q2,135,Livonia Av (L),Brooklyn,40.664038,-73.900571,164865
2023Q2,136,New Lots Av (L),Brooklyn,40.658733,-73.899232,191702
2023Q2,137,East 105 St (L),Brooklyn,40.650573,-73.899485,162747
2023Q2,138,Canarsie-Rockaway Pkwy (L),Brooklyn,40.646654,-73.90185,190647
2023Q2,14,"23 St (R,W)",Manhattan,40.741303,-73.989344,1084636
2023Q2,141,Park Pl (S),Brooklyn,40.674772,-73.957624,88613
2023Q2,143,Inwood-207 St (A),Manhattan,40.868072,-73.919899,395197
2023Q2,144,Dyckman St (A),Manhattan,40.865491,-73.927271,301229
2023Q2,145,190 St (A),Manhattan,40.859022,-73.93418,232812
2023Q2,146,181 St (A),Manhattan,40.851695,-73.937969,391469
2023Q2,147,175 St (A),Manhattan,40.847391,-73.939704,531930
2023Q2,149,163 St-Amsterdam Av (C),Manhattan,40.836013,-73.939892,215502
2023Q2,150,155 St (C),Manhattan,40.830518,-73.941514,136922
2023Q2,151,"145 St (A,C,B,D)",Manhattan,40.824783,-73.944216,2367742
2023Q2,152,"135 St (C,B)",Manhattan,40.817894,-73.947649,275116
2023Q2,153,"125 St (A,C,B,D)",Manhattan,40.811109,-73.952343,1448967
2023Q2,154,"116 St (C,B)",Manhattan,40.805085,-73.954882,387367
2023Q2,155,"Cathedral Pkwy (110 St) (C,B)",Manhattan,40.800603,-73.958161,448600
2023Q2,156,"103 St (C,B)",Manhattan,40.796092,-73.961454,272623
2023Q2,157,"96 St (C,B)",Manhattan,40.791642,-73.964696,555488
2023Q2,158,"86 St (C,B)",Manhattan,40.785868,-73.968916,657142
2023Q2,159,"81 St-Museum of Natural History (C,B)",Manhattan,40.781433,-73.972143,920061
2023Q2,16,"8 St-NYU (R,W)",Manhattan,40.730328,-73.992629,943273
2023Q2,160,"72 St (C,B)",Manhattan,40.775594,-73.97641,627983
2023Q2,162,"50 St (C,E)",Manhattan,40.762456,-73.985984,1228730
2023Q2,164,"34 St-Penn Station (A,C,E)",Manhattan,40.752287,-73.993391,4178783
2023Q2,165,"23 St (C,E)",Manhattan,40.745906,-73.998041,1131510
2023Q2,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,40.732338,-74.000495,5209708
2023Q2,168,"Spring St (C,E)",Manhattan,40.726227,-74.003739,753023
2023Q2,169,"Canal St (A,C,E)",Manhattan,40.720824,-74.005229,1008422
2023Q2,17,"Prince St (R,W)",Manhattan,40.724329,-73.997702,791445
2023Q2,173,"High St (A,C)",Brooklyn,40.699337,-73.990531,591096
2023Q2,175,"Hoyt-Schermerhorn Sts (A,C,G)",Brooklyn,40.688484,-73.985001,710386
2023Q2,176,Lafayette Av (C),Brooklyn,40.686113,-73.973946,327621
2023Q2,177,Clinton-Washington Avs (C),Brooklyn,40.683263,-73.965838,416037
2023Q2,179,"Nostrand Av (A,C)",Brooklyn,40.680438,-73.950426,966477
2023Q2,180,Kingston-Throop Avs (C),Brooklyn,40.679921,-73.940858,374897
2023Q2,181,"Utica Av (A,C)",Brooklyn,40.679364,-73.930729,772972
2023Q2,182,Ralph Av (C),Brooklyn,40.678822,-73.920786,281127
2023Q2,183,Rockaway Av (C),Brooklyn,40.67834,-73.911946,291964
2023Q2,185,Liberty Av (C),Brooklyn,40.674542,-73.896548,127642
2023Q2,186,Van Siclen Av (C),Brooklyn,40.67271,-73.890358,135002
2023Q2,187,Shepherd Av (C),Brooklyn,40.67413,-73.88075,148492
2023Q2,188,"Euclid Av (A,C)",Brooklyn,40.675377,-73.872106,551679
2023Q2,189,Grant Av (A),Brooklyn,40.677044,-73.86505,309620
2023Q2,190,80 St (A),Queens,40.679371,-73.858992,235025
2023Q2,191,88 St (A),Queens,40.679843,-73.85147,150707
2023Q2,192,Rockaway Blvd (A),Queens,40.680429,-73.843853,404361
2023Q2,193,104 St (A),Queens,40.681711,-73.837683,95085
2023Q2,194,111 St (A),Queens,40.684331,-73.832163,121961
2023Q2,195,Ozone Park-Lefferts Blvd (A),Queens,40.685951,-73.825798,346022
2023Q2,196,Aqueduct Racetrack (A),Queens,40.672097,-73.835919,57358
2023Q2,197,Aqueduct-N Conduit Av (A),Queens,40.668234,-73.834058,41830
2023Q2,198,Howard Beach-JFK Airport (A),Queens,40.660476,-73.830301,181233
2023Q2,199,"Broad Channel (A,S)",Queens,40.608382,-73.815925,15303
2023Q2,2,"Astoria Blvd (N,W)",Queens,40.770258,-73.917843,605132
2023Q2,20,"City Hall (R,W)",Manhattan,40.713282,-74.006978,304599
2023Q2,200,"Beach 90 St (A,S)",Queens,40.588034,-73.813641,45225
2023Q2,201,"Beach 98 St (A,S)",Queens,40.585307,-73.820558,24611
2023Q2,202,"Beach 105 St (A,S)",Queens,40.583209,-73.827559,15943
2023Q2,203,"Rockaway Park-Beach 116 St (A,S)",Queens,40.580903,-73.835592,39565
2023Q2,204,Beach 67 St (A),Queens,40.590927,-73.796924,125356
2023Q2,205,Beach 60 St (A),Queens,40.592374,-73.788522,91261
2023Q2,206,Beach 44 St (A),Queens,40.592943,-73.776013,36632
2023Q2,207,Beach 36 St (A),Queens,40.595398,-73.768175,43844
2023Q2,208,Beach 25 St (A),Queens,40.600066,-73.761353,81733
2023Q2,209,Far Rockaway-Mott Av (A),Queens,40.603995,-73.755405,223063
2023Q2,210,Norwood-205 St (D),Bronx,40.874811,-73.878855,343475
2023Q2,211,"Bedford Park Blvd (B,D)",Bronx,40.873244,-73.887138,301318
2023Q2,212,"Kingsbridge Rd (B,D)",Bronx,40.866978,-73.893509,291552
2023Q2,213,"Fordham Rd (B,D)",Bronx,40.861296,-73.897749,499189
2023Q2,214,"182-183 Sts (B,D)",Bronx,40.856093,-73.900741,209075
2023Q2,215,"Tremont Av (B,D)",Bronx,40.85041,-73.905227,314882
2023Q2,216,"174-175 Sts (B,D)",Bronx,40.8459,-73.910136,204602
2023Q2,217,"170 St (B,D)",Bronx,40.839306,-73.9134,262358
2023Q2,218,"167 St (B,D)",Bronx,40.833771,-73.91844,348111
2023Q2,22,"Rector St (R,W)",Manhattan,40.70722,-74.013342,304882
2023Q2,220,"155 St (B,D)",Manhattan,40.830135,-73.938209,151920
2023Q2,221,21 St-Queensbridge (F),Queens,40.754203,-73.942836,562688
2023Q2,222,Roosevelt Island (F),Manhattan,40.759145,-73.95326,546010
2023Q2,223,"Lexington Av/63 St (F,Q)",Manhattan,40.764629,-73.966113,1141740
2023Q2,224,57 St (F),Manhattan,40.763972,-73.97745,895085
2023Q2,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,40.758663,-73.981329,2769334
2023Q2,228,"23 St (F,M)",Manhattan,40.742878,-73.992821,1344406
2023Q2,231,"Grand St (B,D)",Manhattan,40.718267,-73.993753,1468171
2023Q2,232,2 Av (F),Manhattan,40.723402,-73.989938,1077357
2023Q2,234,East Broadway (F),Manhattan,40.713715,-73.990173,939727
2023Q2,235,York St (F),Brooklyn,40.701397,-73.986751,872664
2023Q2,236,"Bergen St (F,G)",Brooklyn,40.686145,-73.990862,691521
