transit_timestamp,station_complex_id,station_complex,borough,latitude,longitude,ridership
2023Q1,213,"Fordham Rd (B,D)",Bronx,40.861296,-73.897749,493841
2023Q1,214,"182-183 Sts (B,D)",Bronx,40.856093,-73.900741,213621
2023Q1,215,"Tremont Av (B,D)",Bronx,40.85041,-73.905227,330338
2023Q1,216,"174-175 Sts (B,D)",Bronx,40.8459,-73.910136,211767
2023Q1,217,"170 St (B,D)",Bronx,40.839306,-73.9134,273835
2023Q1,218,"167 St (B,D)",Bronx,40.833771,-73.91844,358389
2023Q1,22,"Rector St (R,W)",Manhattan,40.70722,-74.013342,255379
2023Q1,220,"155 St (B,D)",Manhattan,40.830135,-73.938209,149461
2023Q1,221,21 St-Queensbridge (F),Queens,40.754203,-73.942836,531053
2023Q1,222,Roosevelt Island (F),Manhattan,40.759145,-73.95326,446102
2023Q1,223,"Lexington Av/63 St (F,Q)",Manhattan,40.764629,-73.966113,1092888
2023Q1,224,57 St (F),Manhattan,40.763972,-73.97745,764640
2023Q1,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,40.758663,-73.981329,2694357
2023Q1,228,"23 St (F,M)",Manhattan,40.742878,-73.992821,1346693
2023Q1,231,"Grand St (B,D)",Manhattan,40.718267,-73.993753,1408032
2023Q1,232,2 Av (F),Manhattan,40.723402,-73.989938,979207
2023Q1,234,East Broadway (F),Manhattan,40.713715,-73.990173,854516
2023Q1,235,York St (F),Brooklyn,40.701397,-73.986751,691236
2023Q1,236,"Bergen St (F,G)",Brooklyn,40.686145,-73.990862,675283
2023Q1,237,"Carroll St (F,G)",Brooklyn,40.680303,-73.995048,647003
2023Q1,238,"Smith-9 Sts (F,G)",Brooklyn,40.67358,-73.995959,245073
2023Q1,240,"7 Av (F,G)",Brooklyn,40.666271,-73.980305,673183
2023Q1,241,"15 St-Prospect Park (F,G)",Brooklyn,40.660365,-73.979493,336521
2023Q1,242,"Fort Hamilton Pkwy (F,G)",Brooklyn,40.650782,-73.975776,326434
2023Q1,243,"Church Av (F,G)",Brooklyn,40.644041,-73.979678,529542
2023Q1,244,Ditmas Av (F),Brooklyn,40.636119,-73.978172,215650
2023Q1,245,18 Av (F),Brooklyn,40.629755,-73.976971,189637
2023Q1,246,Avenue I (F),Brooklyn,40.625322,-73.976127,103735
2023Q1,247,Bay Pkwy (F),Brooklyn,40.620769,-73.975264,71618
2023Q1,248,Avenue N (F),Brooklyn,40.61514,-73.974197,157290
2023Q1,249,Avenue P (F),Brooklyn,40.608944,-73.973022,137420
2023Q1,250,Kings Hwy (F),Brooklyn,40.603217,-73.972361,196204
2023Q1,251,Avenue U (F),Brooklyn,40.596063,-73.973357,92886
2023Q1,252,Avenue X (F),Brooklyn,40.58962,-73.97425,126110
2023Q1,253,Neptune Av (F),Brooklyn,40.581011,-73.974574,80784
2023Q1,254,Jamaica-179 St (F),Queens,40.712646,-73.783817,998052
2023Q1,255,169 St (F),Queens,40.71047,-73.793604,408491
2023Q1,256,Parsons Blvd (F),Queens,40.707564,-73.803326,394718
2023Q1,257,Sutphin Blvd (F),Queens,40.70546,-73.810708,220961
2023Q1,258,"Briarwood (E,F)",Queens,40.709179,-73.820574,260917
2023Q1,259,"Kew Gardens-Union Tpke (E,F)",Queens,40.714441,-73.831008,1217217
2023Q1,26,"DeKalb Av (B,Q,R)",Brooklyn,40.690635,-73.981824,1090470
2023Q1,260,"75 Av (E,F)",Queens,40.718331,-73.837324,175668
2023Q1,261,"Forest Hills-71 Av (E,F,M,R)",Queens,40.721691,-73.844521,1346991
2023Q1,262,"67 Av (M,R)",Queens,40.726523,-73.852719,400408
2023Q1,263,"63 Dr-Rego Park (M,R)",Queens,40.729846,-73.861604,741875
2023Q1,264,"Woodhaven Blvd (M,R)",Queens,40.733106,-73.869229,991847
2023Q1,265,"Grand Av-Newtown (M,R)",Queens,40.737015,-73.877223,926428
2023Q1,266,"Elmhurst Av (M,R)",Queens,40.742454,-73.882017,607517
2023Q1,268,"65 St (M,R)",Queens,40.749669,-73.898453,182711
2023Q1,269,"Northern Blvd (M,R)",Queens,40.752885,-73.906006,342894
2023Q1,270,"46 St (M,R)",Queens,40.756312,-73.913333,422755
2023Q1,271,"Steinway St (M,R)",Queens,40.756879,-73.92074,671833
2023Q1,272,"36 St (M,R)",Queens,40.752039,-73.928781,196464
2023Q1,273,"Queens Plaza (E,M,R)",Queens,40.748973,-73.937243,775437
2023Q1,276,"5 Av/53 St (E,M)",Manhattan,40.760167,-73.975224,1040841
2023Q1,277,"7 Av (E,B,D)",Manhattan,40.762862,-73.981637,855809
2023Q1,278,"Jamaica Center-Parsons/Archer (E,J,Z)",Queens,40.702147,-73.801109,1485031
2023Q1,279,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",Queens,40.700486,-73.807969,1349833
2023Q1,28,Union St (R),Brooklyn,40.677316,-73.98311,404747
2023Q1,280,Jamaica-Van Wyck (E),Queens,40.702566,-73.816859,239452
2023Q1,282,21 St (G),Queens,40.744065,-73.949724,108676
2023Q1,283,Greenpoint Av (G),Brooklyn,40.731352,-73.954449,595486
2023Q1,284,Nassau Av (G),Brooklyn,40.724635,-73.951277,590691
2023Q1,286,Broadway (G),Brooklyn,40.706092,-73.950308,287431
2023Q1,287,Flushing Av (G),Brooklyn,40.700377,-73.950234,189890
2023Q1,288,Myrtle-Willoughby Avs (G),Brooklyn,40.694568,-73.949046,325650
2023Q1,289,Bedford-Nostrand Avs (G),Brooklyn,40.689627,-73.953522,494550
2023Q1,290,Classon Av (G),Brooklyn,40.688873,-73.96007,338021
2023Q1,291,Clinton-Washington Avs (G),Brooklyn,40.688089,-73.966839,321326
2023Q1,292,Fulton St (G),Brooklyn,40.687119,-73.975375,396800
2023Q1,293,Van Cortlandt Park-242 St (1),Bronx,40.889248,-73.898583,351862
2023Q1,294,238 St (1),Bronx,40.884667,-73.90087,241750
2023Q1,295,231 St (1),Bronx,40.878856,-73.904834,492716
2023Q1,296,Marble Hill-225 St (1),Manhattan,40.874561,-73.909831,281016
2023Q1,297,215 St (1),Manhattan,40.869444,-73.915279,114194
2023Q1,298,207 St (1),Manhattan,40.864621,-73.918822,360628
2023Q1,299,Dyckman St (1),Manhattan,40.860531,-73.925536,390919
2023Q1,3,"30 Av (N,W)",Queens,40.766779,-73.921479,746114
2023Q1,30,Prospect Av (R),Brooklyn,40.665414,-73.992872,328828
2023Q1,300,191 St (1),Manhattan,40.855225,-73.929412,439462
2023Q1,301,181 St (1),Manhattan,40.849505,-73.933596,611956
2023Q1,303,157 St (1),Manhattan,40.834041,-73.94489,596020
2023Q1,304,145 St (1),Manhattan,40.826551,-73.95036,545202
2023Q1,305,137 St-City College (1),Manhattan,40.822008,-73.953676,699241
2023Q1,306,125 St (1),Manhattan,40.815581,-73.958372,489334
2023Q1,307,116 St-Columbia University (1),Manhattan,40.807722,-73.96411,848197
2023Q1,308,Cathedral Pkwy (110 St) (1),Manhattan,40.803967,-73.966847,712167
2023Q1,309,103 St (1),Manhattan,40.799446,-73.968379,698273
2023Q1,31,25 St (R),Brooklyn,40.660397,-73.998091,202621
2023Q1,310,"96 St (1,2,3)",Manhattan,40.793919,-73.972323,1925902
2023Q1,311,86 St (1),Manhattan,40.788644,-73.976218,979173
2023Q1,312,79 St (1),Manhattan,40.783934,-73.979917,841612
2023Q1,313,"72 St (1,2,3)",Manhattan,40.778453,-73.98197,2159010
2023Q1,314,66 St-Lincoln Center (1),Manhattan,40.77344,-73.982209,1172547
2023Q1,316,50 St (1),Manhattan,40.761728,-73.983849,1399492
2023Q1,318,"34 St-Penn Station (1,2,3)",Manhattan,40.750373,-73.991057,3638992
2023Q1,319,28 St (1),Manhattan,40.747215,-73.993365,735932
2023Q1,32,"36 St (D,N,R)",Brooklyn,40.655144,-74.003549,846022
2023Q1,320,23 St (1),Manhattan,40.744081,-73.995657,751793
2023Q1,321,18 St (1),Manhattan,40.74104,-73.997871,430985
2023Q1,323,Christopher St-Sheridan Sq (1),Manhattan,40.733422,-74.002906,643513
2023Q1,324,Houston St (1),Manhattan,40.728251,-74.005367,665583
2023Q1,325,Canal St (1),Manhattan,40.722854,-74.006277,270260
2023Q1,326,Franklin St (1),Manhattan,40.719318,-74.006886,313185
2023Q1,327,"Chambers St (1,2,3)",Manhattan,40.715478,-74.009266,936924
2023Q1,328,WTC Cortlandt (1),Manhattan,40.711835,-74.012188,653980
2023Q1,329,Rector St (1),Manhattan,40.707513,-74.013783,373437
2023Q1,33,45 St (R),Brooklyn,40.648939,-74.010006,466259
2023Q1,333,"Wall St (2,3)",Manhattan,40.706821,-74.0091,885590
2023Q1,334,"Clark St (2,3)",Brooklyn,40.697466,-73.993086,337067
2023Q1,336,"Hoyt St (2,3)",Brooklyn,40.690545,-73.985065,401190
2023Q1,337,"Nevins St (2,3,4,5)",Brooklyn,40.688246,-73.980492,512280
2023Q1,339,"Bergen St (2,3)",Brooklyn,40.680829,-73.975098,243357
2023Q1,34,53 St (R),Brooklyn,40.645069,-74.014034,508657
2023Q1,340,"Grand Army Plaza (2,3)",Brooklyn,40.675235,-73.971046,397018
2023Q1,341,"Eastern Pkwy-Brooklyn Museum (2,3)",Brooklyn,40.671987,-73.964375,267686
2023Q1,343,Nostrand Av (3),Brooklyn,40.669847,-73.950466,201315
2023Q1,344,Kingston Av (3),Brooklyn,40.669399,-73.942161,254641
2023Q1,345,"Crown Hts-Utica Av (3,4)",Brooklyn,40.668897,-73.932942,1267288
2023Q1,346,Sutter Av-Rutland Rd (3),Brooklyn,40.664717,-73.92261,325950
2023Q1,347,Saratoga Av (3),Brooklyn,40.661453,-73.916327,243524
2023Q1,348,Rockaway Av (3),Brooklyn,40.662549,-73.908946,221164
2023Q1,349,Junius St (3),Brooklyn,40.663515,-73.902447,126775
2023Q1,35,"59 St (N,R)",Brooklyn,40.641362,-74.017881,702345
2023Q1,350,Pennsylvania Av (3),Brooklyn,40.664635,-73.894895,220531
2023Q1,351,Van Siclen Av (3),Brooklyn,40.665449,-73.889395,124256
2023Q1,352,New Lots Av (3),Brooklyn,40.666235,-73.884079,278204
2023Q1,353,"President St-Medgar Evers College (2,5)",Brooklyn,40.667883,-73.950683,193238
2023Q1,354,"Sterling St (2,5)",Brooklyn,40.662742,-73.95085,304655
2023Q1,355,"Winthrop St (2,5)",Brooklyn,40.656652,-73.9502,401483
2023Q1,356,"Church Av (2,5)",Brooklyn,40.650843,-73.949575,492291
2023Q1,357,"Beverly Rd (2,5)",Brooklyn,40.645098,-73.948959,235321
2023Q1,358,"Newkirk Av-Little Haiti (2,5)",Brooklyn,40.639967,-73.948411,363398
2023Q1,359,"Flatbush Av-Brooklyn College (2,5)",Brooklyn,40.632836,-73.947642,928064
2023Q1,36,Bay Ridge Av (R),Brooklyn,40.634967,-74.023377,437281
2023Q1,360,Pelham Bay Park (6),Bronx,40.852462,-73.828121,308989
2023Q1,361,Buhre Av (6),Bronx,40.84681,-73.832569,197887
2023Q1,362,Middletown Rd (6),Bronx,40.843863,-73.836322,101938
2023Q1,363,Westchester Sq-E Tremont Av (6),Bronx,40.839892,-73.842952,266320
2023Q1,364,Zerega Av (6),Bronx,40.836488,-73.847036,124897
2023Q1,365,Castle Hill Av (6),Bronx,40.834255,-73.851222,296224
2023Q1,366,Parkchester (6),Bronx,40.833226,-73.860816,810755
2023Q1,367,St Lawrence Av (6),Bronx,40.831509,-73.867618,209829
2023Q1,368,Morrison Av-Soundview (6),Bronx,40.829521,-73.874516,316711
2023Q1,369,Elder Av (6),Bronx,40.828584,-73.879159,322474
2023Q1,37,77 St (R),Brooklyn,40.629742,-74.02551,289103
2023Q1,370,Whitlock Av (6),Bronx,40.826525,-73.886283,99261
2023Q1,371,Hunts Point Av (6),Bronx,40.820948,-73.890549,542500
2023Q1,372,Longwood Av (6),Bronx,40.816104,-73.896435,181171
2023Q1,373,E 149 St (6),Bronx,40.812118,-73.904098,253782
2023Q1,374,E 143 St-St Mary's St (6),Bronx,40.808719,-73.907657,71366
2023Q1,375,Cypress Av (6),Bronx,40.805368,-73.914042,126128
2023Q1,376,Brook Av (6),Bronx,40.807566,-73.91924,278875
2023Q1,377,3 Av-138 St (6),Bronx,40.810476,-73.926138,437916
2023Q1,378,Woodlawn (4),Bronx,40.886037,-73.878751,327689
2023Q1,379,Mosholu Pkwy (4),Bronx,40.87975,-73.884655,439391
2023Q1,38,86 St (R),Brooklyn,40.622687,-74.028398,650130
2023Q1,380,Bedford Park Blvd-Lehman College (4),Bronx,40.873412,-73.890064,301263
2023Q1,381,Kingsbridge Rd (4),Bronx,40.86776,-73.897174,496940
2023Q1,382,Fordham Rd (4),Bronx,40.862803,-73.901034,559675
2023Q1,383,183 St (4),Bronx,40.858407,-73.903879,302960
2023Q1,384,Burnside Av (4),Bronx,40.853453,-73.907684,469571
2023Q1,385,176 St (4),Bronx,40.84848,-73.911794,270154
2023Q1,386,Mt Eden Av (4),Bronx,40.844434,-73.914685,253774
2023Q1,387,170 St (4),Bronx,40.840075,-73.917791,378725
2023Q1,388,167 St (4),Bronx,40.835537,-73.9214,499431
2023Q1,39,Bay Ridge-95 St (R),Brooklyn,40.616622,-74.030876,295985
2023Q1,391,"138 St-Grand Concourse (4,5)",Bronx,40.813224,-73.929849,189718
2023Q1,392,"125 St (4,5,6)",Manhattan,40.804138,-73.937594,1196794
2023Q1,393,116 St (6),Manhattan,40.798629,-73.941617,726896
2023Q1,394,110 St (6),Manhattan,40.79502,-73.94425,541072
2023Q1,395,103 St (6),Manhattan,40.7906,-73.947478,646402
2023Q1,396,96 St (6),Manhattan,40.785672,-73.95107,911183
