transit_timestamp,station_complex_id,station_complex,borough,Georeference,ridership,transfers
2024-01-01,1,"Astoria-Ditmars Blvd (N,W)",Queens,POINT (-73.91203 40.775036),3713,92
2024-01-01,10,"49 St (N,R,W)",Manhattan,POINT (-73.98414 40.7599),13014,45
2024-01-01,100,"Hewes St (M,J)",Brooklyn,POINT (-73.95343 40.70687),880,1
2024-01-01,101,"Marcy Av (M,J,Z)",Brooklyn,POINT (-73.957756 40.70836),4184,63
2024-01-01,103,"Bowery (J,Z)",Manhattan,POINT (-73.99391 40.72028),2119,4
2024-01-01,107,"Broad St (J,Z)",Manhattan,POINT (-74.011055 40.706474),2029,25
2024-01-01,108,Middle Village-Metropolitan Av (M),Queens,POINT (-73.8896 40.711395),648,97
2024-01-01,109,Fresh Pond Rd (M),Queens,POINT (-73.895874 40.706184),1178,25
2024-01-01,110,Forest Av (M),Queens,POINT (-73.903076 40.704422),879,15
2024-01-01,111,Seneca Av (M),Queens,POINT (-73.90774 40.702763),692,6
2024-01-01,113,Knickerbocker Av (M),Brooklyn,POINT (-73.91971 40.698666),794,6
2024-01-01,114,Central Av (M),Brooklyn,POINT (-73.9274 40.697857),893,6
2024-01-01,118,3 Av (L),Manhattan,POINT (-73.98612 40.73285),3388,67
2024-01-01,119,1 Av (L),Manhattan,POINT (-73.98163 40.730953),8938,144
2024-01-01,120,Bedford Av (L),Brooklyn,POINT (-73.95687 40.717304),16420,61
2024-01-01,122,Graham Av (L),Brooklyn,POINT (-73.94405 40.714565),2970,45
2024-01-01,123,Grand St (L),Brooklyn,POINT (-73.94067 40.711926),2097,122
2024-01-01,124,Montrose Av (L),Brooklyn,POINT (-73.93985 40.70774),3230,2
2024-01-01,125,Morgan Av (L),Brooklyn,POINT (-73.93314 40.706154),2909,4
2024-01-01,126,Jefferson St (L),Brooklyn,POINT (-73.92291 40.706608),4803,17
2024-01-01,127,DeKalb Av (L),Brooklyn,POINT (-73.91843 40.70381),4252,64
2024-01-01,129,Halsey St (L),Queens,POINT (-73.90408 40.695602),2322,34
2024-01-01,13,"28 St (R,W)",Manhattan,POINT (-73.98869 40.745495),4916,17
2024-01-01,130,Wilson Av (L),Brooklyn,POINT (-73.904045 40.688763),1386,2
2024-01-01,131,Bushwick Av-Aberdeen St (L),Brooklyn,POINT (-73.90525 40.68283),795,1
2024-01-01,133,Atlantic Av (L),Brooklyn,POINT (-73.9031 40.675346),388,7
2024-01-01,134,Sutter Av (L),Brooklyn,POINT (-73.90198 40.66937),592,8
2024-01-01,135,Livonia Av (L),Brooklyn,POINT (-73.90057 40.66404),850,160
2024-01-01,136,New Lots Av (L),Brooklyn,POINT (-73.89923 40.658733),830,77
2024-01-01,137,East 105 St (L),Brooklyn,POINT (-73.89948 40.650574),633,11
2024-01-01,138,Canarsie-Rockaway Pkwy (L),Brooklyn,POINT (-73.90185 40.646652),767,45
2024-01-01,14,"23 St (R,W)",Manhattan,POINT (-73.98934 40.741302),7180,97
2024-01-01,141,Park Pl (S),Brooklyn,POINT (-73.95763 40.67477),489,1
2024-01-01,143,Inwood-207 St (A),Manhattan,POINT (-73.9199 40.868073),2063,94
2024-01-01,144,Dyckman St (A),Manhattan,POINT (-73.92727 40.86549),1503,8
2024-01-01,145,190 St (A),Manhattan,POINT (-73.93418 40.85902),992,2
2024-01-01,146,181 St (A),Manhattan,POINT (-73.937965 40.851696),2500,21
2024-01-01,147,175 St (A),Manhattan,POINT (-73.939705 40.84739),2821,40
2024-01-01,149,163 St-Amsterdam Av (C),Manhattan,POINT (-73.939896 40.836014),1077,4
2024-01-01,150,155 St (C),Manhattan,POINT (-73.94151 40.830517),718,10
2024-01-01,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),5958,57
2024-01-01,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),1067,5
2024-01-01,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),7482,294
2024-01-01,154,"116 St (C,B)",Manhattan,POINT (-73.95488 40.805084),1836,12
2024-01-01,155,"Cathedral Pkwy (110 St) (C,B)",Manhattan,POINT (-73.95816 40.800602),2074,26
2024-01-01,156,"103 St (C,B)",Manhattan,POINT (-73.96146 40.796093),1363,4
2024-01-01,157,"96 St (C,B)",Manhattan,POINT (-73.9647 40.79164),2171,110
2024-01-01,158,"86 St (C,B)",Manhattan,POINT (-73.96892 40.78587),2913,90
2024-01-01,159,"81 St-Museum of Natural History (C,B)",Manhattan,POINT (-73.972145 40.781433),7987,92
2024-01-01,16,"8 St-NYU (R,W)",Manhattan,POINT (-73.99263 40.730328),6169,32
2024-01-01,160,"72 St (C,B)",Manhattan,POINT (-73.97641 40.775593),7096,44
2024-01-01,162,"50 St (C,E)",Manhattan,POINT (-73.985985 40.762455),13758,25
2024-01-01,164,"34 St-Penn Station (A,C,E)",Manhattan,POINT (-73.99339 40.75229),31201,98
2024-01-01,165,"23 St (C,E)",Manhattan,POINT (-73.99804 40.745907),5998,63
2024-01-01,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,POINT (-74.000496 40.732338),16180,75
2024-01-01,168,"Spring St (C,E)",Manhattan,POINT (-74.00374 40.726227),3912,2
2024-01-01,169,"Canal St (A,C,E)",Manhattan,POINT (-74.005226 40.720825),5514,33
2024-01-01,17,"Prince St (R,W)",Manhattan,POINT (-73.9977 40.72433),6721,15
2024-01-01,173,"High St (A,C)",Brooklyn,POINT (-73.99053 40.699337),6666,21
2024-01-01,175,"Hoyt-Schermerhorn Sts (A,C,G)",Brooklyn,POINT (-73.985 40.688484),4351,32
2024-01-01,176,Lafayette Av (C),Brooklyn,POINT (-73.973946 40.68611),1881,24
2024-01-01,177,Clinton-Washington Avs (C),Brooklyn,POINT (-73.965836 40.68326),1934,5
2024-01-01,179,"Nostrand Av (A,C)",Brooklyn,POINT (-73.950424 40.68044),4652,156
2024-01-01,180,Kingston-Throop Avs (C),Brooklyn,POINT (-73.94086 40.67992),1891,26
2024-01-01,181,"Utica Av (A,C)",Brooklyn,POINT (-73.93073 40.679363),3754,206
2024-01-01,182,Ralph Av (C),Brooklyn,POINT (-73.920784 40.67882),1428,35
2024-01-01,183,Rockaway Av (C),Brooklyn,POINT (-73.91195 40.67834),1362,17
2024-01-01,185,Liberty Av (C),Brooklyn,POINT (-73.896545 40.67454),494,28
2024-01-01,186,Van Siclen Av (C),Brooklyn,POINT (-73.89036 40.67271),686,2
2024-01-01,187,Shepherd Av (C),Brooklyn,POINT (-73.88075 40.67413),691,1
2024-01-01,188,"Euclid Av (A,C)",Brooklyn,POINT (-73.87211 40.675377),2707,130
2024-01-01,189,Grant Av (A),Brooklyn,POINT (-73.86505 40.677044),1584,9
2024-01-01,190,80 St (A),Queens,POINT (-73.85899 40.67937),1114,2
2024-01-01,191,88 St (A),Queens,POINT (-73.85147 40.679844),624,1
2024-01-01,192,Rockaway Blvd (A),Queens,POINT (-73.84386 40.680428),1694,215
2024-01-01,193,104 St (A),Queens,POINT (-73.837685 40.68171),365,4
2024-01-01,194,111 St (A),Queens,POINT (-73.83216 40.68433),399,21
2024-01-01,195,Ozone Park-Lefferts Blvd (A),Queens,POINT (-73.8258 40.68595),1375,155
2024-01-01,196,Aqueduct Racetrack (A),Queens,POINT (-73.83406 40.668236),553,1
2024-01-01,197,Aqueduct-N Conduit Av (A),Queens,POINT (-73.83406 40.668236),178,5
2024-01-01,198,Howard Beach-JFK Airport (A),Queens,POINT (-73.8303 40.660477),1526,7
2024-01-01,199,"Broad Channel (A,S)",Queens,POINT (-73.815926 40.608383),47,2
2024-01-01,2,"Astoria Blvd (N,W)",Queens,POINT (-73.91785 40.77026),2624,148
2024-01-01,20,"City Hall (R,W)",Manhattan,POINT (-74.00698 40.713284),838,1
2024-01-01,200,"Beach 90 St (A,S)",Queens,POINT (-73.813644 40.588036),188,1
2024-01-01,201,"Beach 98 St (A,S)",Queens,POINT (-73.82056 40.585308),101,0
2024-01-01,202,"Beach 105 St (A,S)",Queens,POINT (-73.82756 40.58321),51,0
2024-01-01,203,"Rockaway Park-Beach 116 St (A,S)",Queens,POINT (-73.835594 40.580902),256,10
2024-01-01,204,Beach 67 St (A),Queens,POINT (-73.79692 40.590927),631,6
2024-01-01,205,Beach 60 St (A),Queens,POINT (-73.78852 40.592373),435,9
2024-01-01,206,Beach 44 St (A),Queens,POINT (-73.77602 40.59294),223,0
2024-01-01,207,Beach 36 St (A),Queens,POINT (-73.76817 40.595398),211,7
2024-01-01,208,Beach 25 St (A),Queens,POINT (-73.76135 40.600067),354,1
2024-01-01,209,Far Rockaway-Mott Av (A),Queens,POINT (-73.7554 40.603996),1167,94
2024-01-01,210,Norwood-205 St (D),Bronx,POINT (-73.87885 40.87481),1567,43
2024-01-01,211,"Bedford Park Blvd (B,D)",Bronx,POINT (-73.88714 40.873245),1481,40
2024-01-01,212,"Kingsbridge Rd (B,D)",Bronx,POINT (-73.89351 40.866978),1432,28
2024-01-01,213,"Fordham Rd (B,D)",Bronx,POINT (-73.89775 40.861298),1905,66
2024-01-01,214,"182-183 Sts (B,D)",Bronx,POINT (-73.90074 40.856094),1193,8
2024-01-01,215,"Tremont Av (B,D)",Bronx,POINT (-73.90523 40.85041),1555,62
2024-01-01,216,"174-175 Sts (B,D)",Bronx,POINT (-73.91013 40.8459),980,1
2024-01-01,217,"170 St (B,D)",Bronx,POINT (-73.9134 40.839306),1242,24
2024-01-01,218,"167 St (B,D)",Bronx,POINT (-73.91844 40.83377),2079,34
2024-01-01,22,"Rector St (R,W)",Manhattan,POINT (-74.01334 40.70722),971,19
2024-01-01,220,"155 St (B,D)",Manhattan,POINT (-73.93821 40.830135),827,2
2024-01-01,221,21 St-Queensbridge (F),Queens,POINT (-73.94283 40.754204),949,113
2024-01-01,222,Roosevelt Island (F),Manhattan,POINT (-73.95326 40.759144),2238,171
2024-01-01,223,"Lexington Av/63 St (F,Q)",Manhattan,POINT (-73.96611 40.76463),2965,447
2024-01-01,224,57 St (F),Manhattan,POINT (-73.97745 40.763973),3,0
2024-01-01,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,POINT (-73.98133 40.758663),22221,81
2024-01-01,228,"23 St (F,M)",Manhattan,POINT (-73.99282 40.742878),5560,67
2024-01-01,231,"Grand St (B,D)",Manhattan,POINT (-73.99375 40.718266),11126,89
2024-01-01,232,2 Av (F),Manhattan,POINT (-73.98994 40.7234),7811,61
2024-01-01,234,East Broadway (F),Manhattan,POINT (-73.99017 40.713715),7880,53
2024-01-01,235,York St (F),Brooklyn,POINT (-73.98675 40.701397),7979,32
2024-01-01,236,"Bergen St (F,G)",Brooklyn,POINT (-73.99086 40.686146),3583,27
2024-01-01,237,"Carroll St (F,G)",Brooklyn,POINT (-73.99505 40.6803),2888,19
2024-01-01,238,"Smith-9 Sts (F,G)",Brooklyn,POINT (-73.99596 40.67358),1155,98
2024-01-01,240,"7 Av (F,G)",Brooklyn,POINT (-73.98031 40.66627),3363,34
2024-01-01,241,"15 St-Prospect Park (F,G)",Brooklyn,POINT (-73.97949 40.660366),1873,206
2024-01-01,242,"Fort Hamilton Pkwy (F,G)",Brooklyn,POINT (-73.97578 40.650784),1521,3
2024-01-01,243,"Church Av (F,G)",Brooklyn,POINT (-73.979675 40.64404),2684,171
2024-01-01,244,Ditmas Av (F),Brooklyn,POINT (-73.97817 40.63612),1114,1
2024-01-01,245,18 Av (F),Brooklyn,POINT (-73.976974 40.629753),1017,58
2024-01-01,246,Avenue I (F),Brooklyn,POINT (-73.97613 40.62532),511,27
2024-01-01,247,Bay Pkwy (F),Brooklyn,POINT (-73.975266 40.62077),304,92
2024-01-01,248,Avenue N (F),Brooklyn,POINT (-73.9742 40.61514),823,48
2024-01-01,249,Avenue P (F),Brooklyn,POINT (-73.97302 40.608944),711,2
2024-01-01,250,Kings Hwy (F),Brooklyn,POINT (-73.97236 40.603218),832,75
2024-01-01,251,Avenue U (F),Brooklyn,POINT (-73.97336 40.59606),511,45
2024-01-01,252,Avenue X (F),Brooklyn,POINT (-73.97425 40.58962),564,22
2024-01-01,253,Neptune Av (F),Brooklyn,POINT (-73.97457 40.581013),293,3
2024-01-01,254,Jamaica-179 St (F),Queens,POINT (-73.78381 40.712646),3988,904
2024-01-01,255,169 St (F),Queens,POINT (-73.7936 40.71047),2188,128
2024-01-01,256,Parsons Blvd (F),Queens,POINT (-73.80333 40.707565),1755,181
2024-01-01,257,Sutphin Blvd (F),Queens,POINT (-73.81071 40.70546),1064,28
2024-01-01,258,"Briarwood (E,F)",Queens,POINT (-73.82057 40.70918),1227,22
2024-01-01,259,"Kew Gardens-Union Tpke (E,F)",Queens,POINT (-73.83101 40.71444),4456,1320
2024-01-01,26,"DeKalb Av (B,Q,R)",Brooklyn,POINT (-73.98183 40.690636),4414,182
2024-01-01,260,"75 Av (E,F)",Queens,POINT (-73.837326 40.71833),796,6
2024-01-01,261,"Forest Hills-71 Av (E,F,M,R)",Queens,POINT (-73.84452 40.72169),5670,606
2024-01-01,262,"67 Av (M,R)",Queens,POINT (-73.85272 40.726524),1717,7
2024-01-01,263,"63 Dr-Rego Park (M,R)",Queens,POINT (-73.8616 40.729847),2965,61
2024-01-01,264,"Woodhaven Blvd (M,R)",Queens,POINT (-73.86923 40.733105),5200,437
2024-01-01,265,"Grand Av-Newtown (M,R)",Queens,POINT (-73.87722 40.737015),4610,540
2024-01-01,266,"Elmhurst Av (M,R)",Queens,POINT (-73.88202 40.742455),4017,19
2024-01-01,268,"65 St (M,R)",Queens,POINT (-73.89845 40.74967),972,1
2024-01-01,269,"Northern Blvd (M,R)",Queens,POINT (-73.906006 40.752884),1593,156
2024-01-01,270,"46 St (M,R)",Queens,POINT (-73.91333 40.756313),1919,7
2024-01-01,271,"Steinway St (M,R)",Queens,POINT (-73.92074 40.756878),3123,71
2024-01-01,272,"36 St (M,R)",Queens,POINT (-73.92878 40.75204),602,1
2024-01-01,273,"Queens Plaza (E,M,R)",Queens,POINT (-73.93724 40.748974),5285,726
2024-01-01,276,"5 Av/53 St (E,M)",Manhattan,POINT (-73.97523 40.760166),9157,81
2024-01-01,277,"7 Av (E,B,D)",Manhattan,POINT (-73.981636 40.762863),7639,25
2024-01-01,278,"Jamaica Center-Parsons/Archer (E,J,Z)",Queens,POINT (-73.80111 40.70215),6477,1591
2024-01-01,279,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",Queens,POINT (-73.80797 40.700485),9988,583
2024-01-01,28,Union St (R),Brooklyn,POINT (-73.98311 40.677315),1679,3
2024-01-01,280,Jamaica-Van Wyck (E),Queens,POINT (-73.81686 40.702564),1025,26
2024-01-01,282,21 St (G),Queens,POINT (-73.94972 40.744064),505,2
2024-01-01,283,Greenpoint Av (G),Brooklyn,POINT (-73.95445 40.731354),3298,19
2024-01-01,284,Nassau Av (G),Brooklyn,POINT (-73.95128 40.724636),3596,13
2024-01-01,286,Broadway (G),Brooklyn,POINT (-73.95031 40.706093),1678,22
2024-01-01,287,Flushing Av (G),Brooklyn,POINT (-73.95023 40.70038),915,7
2024-01-01,288,Myrtle-Willoughby Avs (G),Brooklyn,POINT (-73.94904 40.69457),1611,14
2024-01-01,289,Bedford-Nostrand Avs (G),Brooklyn,POINT (-73.95352 40.68963),2484,61
2024-01-01,290,Classon Av (G),Brooklyn,POINT (-73.96007 40.688873),1759,17
2024-01-01,291,Clinton-Washington Avs (G),Brooklyn,POINT (-73.96684 40.688087),1529,5
2024-01-01,292,Fulton St (G),Brooklyn,POINT (-73.97537 40.68712),1975,16
2024-01-01,293,Van Cortlandt Park-242 St (1),Bronx,POINT (-73.89858 40.889248),1539,71
2024-01-01,294,238 St (1),Bronx,POINT (-73.90087 40.884666),1066,26
2024-01-01,295,231 St (1),Bronx,POINT (-73.90483 40.878857),2029,201
2024-01-01,296,Marble Hill-225 St (1),Manhattan,POINT (-73.90983 40.87456),1328,55
2024-01-01,297,215 St (1),Manhattan,POINT (-73.915276 40.869446),469,4
2024-01-01,298,207 St (1),Manhattan,POINT (-73.91882 40.86462),1598,121
2024-01-01,299,Dyckman St (1),Manhattan,POINT (-73.92554 40.86053),1870,8
2024-01-01,3,"30 Av (N,W)",Queens,POINT (-73.92148 40.76678),3424,87
2024-01-01,30,Prospect Av (R),Brooklyn,POINT (-73.992874 40.665413),1164,4
2024-01-01,300,191 St (1),Manhattan,POINT (-73.92941 40.855225),2106,8
2024-01-01,301,181 St (1),Manhattan,POINT (-73.93359 40.849506),3012,190
2024-01-01,303,157 St (1),Manhattan,POINT (-73.94489 40.83404),3172,53
2024-01-01,304,145 St (1),Manhattan,POINT (-73.95036 40.82655),3079,62
2024-01-01,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),3397,17
2024-01-01,306,125 St (1),Manhattan,POINT (-73.958374 40.815582),2159,38
2024-01-01,307,116 St-Columbia University (1),Manhattan,POINT (-73.96411 40.80772),2423,35
2024-01-01,308,Cathedral Pkwy (110 St) (1),Manhattan,POINT (-73.96685 40.803967),3996,58
2024-01-01,309,103 St (1),Manhattan,POINT (-73.968376 40.799446),4296,29
2024-01-01,31,25 St (R),Brooklyn,POINT (-73.99809 40.660397),935,10
2024-01-01,310,"96 St (1,2,3)",Manhattan,POINT (-73.97232 40.79392),10562,170
2024-01-01,311,86 St (1),Manhattan,POINT (-73.97622 40.788643),5744,148
2024-01-01,312,79 St (1),Manhattan,POINT (-73.97992 40.783936),5663,120
2024-01-01,313,"72 St (1,2,3)",Manhattan,POINT (-73.98197 40.778454),13474,127
2024-01-01,314,66 St-Lincoln Center (1),Manhattan,POINT (-73.98221 40.77344),6057,67
2024-01-01,316,50 St (1),Manhattan,POINT (-73.98385 40.761726),11337,39
2024-01-01,318,"34 St-Penn Station (1,2,3)",Manhattan,POINT (-73.99106 40.750374),26926,189
2024-01-01,319,28 St (1),Manhattan,POINT (-73.99336 40.747215),4658,7
2024-01-01,32,"36 St (D,N,R)",Brooklyn,POINT (-74.00355 40.655144),4293,126
2024-01-01,320,23 St (1),Manhattan,POINT (-73.99566 40.74408),4826,95
2024-01-01,321,18 St (1),Manhattan,POINT (-73.99787 40.74104),2057,5
2024-01-01,323,Christopher St-Sheridan Sq (1),Manhattan,POINT (-74.00291 40.73342),6148,25
2024-01-01,324,Houston St (1),Manhattan,POINT (-74.00536 40.728252),3925,2
2024-01-01,325,Canal St (1),Manhattan,POINT (-74.00628 40.722855),1801,3
2024-01-01,326,Franklin St (1),Manhattan,POINT (-74.00689 40.71932),1889,1
2024-01-01,327,"Chambers St (1,2,3)",Manhattan,POINT (-74.00927 40.715477),3567,27
2024-01-01,328,WTC Cortlandt (1),Manhattan,POINT (-74.01219 40.711834),11364,24
2024-01-01,329,Rector St (1),Manhattan,POINT (-74.01379 40.70751),3399,25
2024-01-01,33,45 St (R),Brooklyn,POINT (-74.01001 40.648937),2205,10
2024-01-01,333,"Wall St (2,3)",Manhattan,POINT (-74.0091 40.70682),4415,19
2024-01-01,334,"Clark St (2,3)",Brooklyn,POINT (-73.99309 40.697468),3725,14
2024-01-01,336,"Hoyt St (2,3)",Brooklyn,POINT (-73.98506 40.690544),2478,64
2024-01-01,337,"Nevins St (2,3,4,5)",Brooklyn,POINT (-73.98049 40.688248),2769,54
2024-01-01,339,"Bergen St (2,3)",Brooklyn,POINT (-73.9751 40.68083),1521,14
2024-01-01,34,53 St (R),Brooklyn,POINT (-74.01403 40.64507),2491,52
2024-01-01,340,"Grand Army Plaza (2,3)",Brooklyn,POINT (-73.97105 40.675236),3385,30
2024-01-01,341,"Eastern Pkwy-Brooklyn Museum (2,3)",Brooklyn,POINT (-73.96438 40.671986),1674,4
2024-01-01,343,Nostrand Av (3),Brooklyn,POINT (-73.95046 40.669846),995,21
2024-01-01,344,Kingston Av (3),Brooklyn,POINT (-73.94216 40.6694),1601,10
2024-01-01,345,"Crown Hts-Utica Av (3,4)",Brooklyn,POINT (-73.932945 40.668896),6226,512
2024-01-01,346,Sutter Av-Rutland Rd (3),Brooklyn,POINT (-73.92261 40.66472),1507,76
2024-01-01,347,Saratoga Av (3),Brooklyn,POINT (-73.91633 40.661453),1132,10
2024-01-01,348,Rockaway Av (3),Brooklyn,POINT (-73.90894 40.662548),1020,4
2024-01-01,349,Junius St (3),Brooklyn,POINT (-73.90245 40.663513),646,180
2024-01-01,35,"59 St (N,R)",Brooklyn,POINT (-74.01788 40.64136),3368,62
2024-01-01,350,Pennsylvania Av (3),Brooklyn,POINT (-73.8949 40.664635),1011,75
2024-01-01,351,Van Siclen Av (3),Brooklyn,POINT (-73.8894 40.665447),550,14
2024-01-01,352,New Lots Av (3),Brooklyn,POINT (-73.88408 40.666237),1295,109
2024-01-01,353,"President St-Medgar Evers College (2,5)",Brooklyn,POINT (-73.95068 40.667885),801,4
2024-01-01,354,"Sterling St (2,5)",Brooklyn,POINT (-73.95085 40.662743),1420,9
2024-01-01,355,"Winthrop St (2,5)",Brooklyn,POINT (-73.9502 40.65665),1681,21
2024-01-01,356,"Church Av (2,5)",Brooklyn,POINT (-73.94958 40.650845),2446,105
2024-01-01,357,"Beverly Rd (2,5)",Brooklyn,POINT (-73.94896 40.6451),1210,0
2024-01-01,358,"Newkirk Av-Little Haiti (2,5)",Brooklyn,POINT (-73.94841 40.63997),1659,54
2024-01-01,359,"Flatbush Av-Brooklyn College (2,5)",Brooklyn,POINT (-73.94764 40.632835),3998,565
2024-01-01,36,Bay Ridge Av (R),Brooklyn,POINT (-74.02338 40.634968),2105,69
2024-01-01,360,Pelham Bay Park (6),Bronx,POINT (-73.82812 40.852463),1452,217
2024-01-01,361,Buhre Av (6),Bronx,POINT (-73.832565 40.84681),703,14
2024-01-01,362,Middletown Rd (6),Bronx,POINT (-73.83632 40.843864),342,4
2024-01-01,363,Westchester Sq-E Tremont Av (6),Bronx,POINT (-73.84295 40.839893),740,98
2024-01-01,364,Zerega Av (6),Bronx,POINT (-73.84704 40.836487),604,1
2024-01-01,365,Castle Hill Av (6),Bronx,POINT (-73.85122 40.834255),1396,60
2024-01-01,366,Parkchester (6),Bronx,POINT (-73.86082 40.833225),3766,164
2024-01-01,367,St Lawrence Av (6),Bronx,POINT (-73.867615 40.83151),1040,4
2024-01-01,368,Morrison Av-Soundview (6),Bronx,POINT (-73.87452 40.82952),1432,66
2024-01-01,369,Elder Av (6),Bronx,POINT (-73.87916 40.828583),1749,7
2024-01-01,37,77 St (R),Brooklyn,POINT (-74.02551 40.62974),1354,25
2024-01-01,370,Whitlock Av (6),Bronx,POINT (-73.886284 40.826527),376,6
2024-01-01,371,Hunts Point Av (6),Bronx,POINT (-73.89055 40.82095),2086,120
2024-01-01,372,Longwood Av (6),Bronx,POINT (-73.89644 40.816105),646,6
2024-01-01,373,E 149 St (6),Bronx,POINT (-73.9041 40.81212),1037,25
2024-01-01,374,E 143 St-St Mary's St (6),Bronx,POINT (-73.90765 40.80872),200,0
2024-01-01,375,Cypress Av (6),Bronx,POINT (-73.91404 40.805367),499,0
2024-01-01,376,Brook Av (6),Bronx,POINT (-73.91924 40.807568),1282,1
2024-01-01,377,3 Av-138 St (6),Bronx,POINT (-73.92614 40.810474),1682,23
2024-01-01,378,Woodlawn (4),Bronx,POINT (-73.87875 40.886036),1385,78
2024-01-01,379,Mosholu Pkwy (4),Bronx,POINT (-73.88466 40.87975),1713,59
2024-01-01,38,86 St (R),Brooklyn,POINT (-74.0284 40.62269),4021,584
2024-01-01,380,Bedford Park Blvd-Lehman College (4),Bronx,POINT (-73.89006 40.873413),1091,60
2024-01-01,381,Kingsbridge Rd (4),Bronx,POINT (-73.89717 40.86776),1826,57
2024-01-01,382,Fordham Rd (4),Bronx,POINT (-73.90103 40.862804),2380,116
2024-01-01,383,183 St (4),Bronx,POINT (-73.90388 40.858406),1495,2
2024-01-01,384,Burnside Av (4),Bronx,POINT (-73.907684 40.853455),2392,56
2024-01-01,385,176 St (4),Bronx,POINT (-73.9118 40.84848),1217,1
2024-01-01,386,Mt Eden Av (4),Bronx,POINT (-73.91469 40.844433),1125,2
2024-01-01,387,170 St (4),Bronx,POINT (-73.91779 40.840076),1457,36
2024-01-01,388,167 St (4),Bronx,POINT (-73.9214 40.835537),2288,61
2024-01-01,39,Bay Ridge-95 St (R),Brooklyn,POINT (-74.030876 40.616623),1311,20
2024-01-01,391,"138 St-Grand Concourse (4,5)",Bronx,POINT (-73.92985 40.813225),852,2
2024-01-01,392,"125 St (4,5,6)",Manhattan,POINT (-73.93759 40.80414),5300,226
2024-01-01,393,116 St (6),Manhattan,POINT (-73.94162 40.79863),3063,17
2024-01-01,394,110 St (6),Manhattan,POINT (-73.94425 40.79502),2312,2
2024-01-01,395,103 St (6),Manhattan,POINT (-73.94748 40.7906),2666,9
2024-01-01,396,96 St (6),Manhattan,POINT (-73.95107 40.78567),3696,119
2024-01-01,397,"86 St (4,5,6)",Manhattan,POINT (-73.95559 40.77949),12079,310
2024-01-01,398,77 St (6),Manhattan,POINT (-73.95988 40.77362),6618,104
2024-01-01,399,68 St-Hunter College (6),Manhattan,POINT (-73.96387 40.768143),4403,78
2024-01-01,4,"Broadway (N,W)",Queens,POINT (-73.92551 40.76182),3598,35
2024-01-01,403,33 St (6),Manhattan,POINT (-73.98208 40.746082),6736,85
2024-01-01,404,28 St (6),Manhattan,POINT (-73.98426 40.74307),5664,34
2024-01-01,405,23 St (6),Manhattan,POINT (-73.9866 40.739864),5486,95
2024-01-01,407,Astor Pl (6),Manhattan,POINT (-73.99107 40.730053),5558,24
2024-01-01,409,Spring St (6),Manhattan,POINT (-73.99714 40.7223),5307,8
2024-01-01,41,"7 Av (B,Q)",Brooklyn,POINT (-73.97237 40.67705),3057,37
2024-01-01,413,"Wall St (4,5)",Manhattan,POINT (-74.01186 40.707558),4108,33
2024-01-01,414,"Bowling Green (4,5)",Manhattan,POINT (-74.01407 40.70482),8235,296
2024-01-01,416,Wakefield-241 St (2),Bronx,POINT (-73.85062 40.903126),1132,5
2024-01-01,417,"Nereid Av (2,5)",Bronx,POINT (-73.85438 40.89838),548,26
2024-01-01,418,"233 St (2,5)",Bronx,POINT (-73.857475 40.893192),961,45
2024-01-01,419,"225 St (2,5)",Bronx,POINT (-73.860344 40.888023),763,4
2024-01-01,42,"Prospect Park (B,Q,S)",Brooklyn,POINT (-73.96225 40.661613),3239,73
2024-01-01,420,"219 St (2,5)",Bronx,POINT (-73.86263 40.883896),600,3
2024-01-01,421,"Gun Hill Rd (2,5)",Bronx,POINT (-73.86626 40.87785),1570,93
2024-01-01,422,"Burke Av (2,5)",Bronx,POINT (-73.867165 40.871357),647,2
2024-01-01,423,"Allerton Av (2,5)",Bronx,POINT (-73.867355 40.865463),1030,34
2024-01-01,424,"Pelham Pkwy (2,5)",Bronx,POINT (-73.867615 40.857193),1830,95
2024-01-01,425,"Bronx Park East (2,5)",Bronx,POINT (-73.868454 40.848827),535,23
2024-01-01,426,"E 180 St (2,5)",Bronx,POINT (-73.87349 40.841892),1920,194
2024-01-01,427,"West Farms Sq-E Tremont Av (2,5)",Bronx,POINT (-73.88005 40.840294),1171,104
2024-01-01,428,"174 St (2,5)",Bronx,POINT (-73.88773 40.837288),1389,73
2024-01-01,429,"Freeman St (2,5)",Bronx,POINT (-73.89187 40.829994),1108,6
2024-01-01,43,Parkside Av (Q),Brooklyn,POINT (-73.961494 40.655293),2324,37
2024-01-01,430,"Simpson St (2,5)",Bronx,POINT (-73.89307 40.824074),1518,98
2024-01-01,431,"Intervale Av (2,5)",Bronx,POINT (-73.896736 40.82218),606,7
2024-01-01,432,"Prospect Av (2,5)",Bronx,POINT (-73.90177 40.819584),1440,33
2024-01-01,433,"Jackson Av (2,5)",Bronx,POINT (-73.90781 40.81649),1065,1
