transit_timestamp,station_complex_id,station_complex,borough,Georeference,ridership,transfers
2024-01-14,449,111 St (7),Queens,POINT (-73.85533 40.75173),2330,5
2024-01-14,45,Beverley Rd (Q),Brooklyn,POINT (-73.96449 40.64403),679,6
2024-01-14,450,103 St-Corona Plaza (7),Queens,POINT (-73.8627 40.749866),9726,243
2024-01-14,451,Junction Blvd (7),Queens,POINT (-73.86953 40.749146),9927,97
2024-01-14,452,90 St-Elmhurst Av (7),Queens,POINT (-73.87661 40.74841),6499,34
2024-01-14,453,82 St-Jackson Hts (7),Queens,POINT (-73.8837 40.747658),2438,73
2024-01-14,455,69 St (7),Queens,POINT (-73.8964 40.746326),4,0
2024-01-14,456,61 St-Woodside (7),Queens,POINT (-73.902985 40.74563),9,0
2024-01-14,457,52 St (7),Queens,POINT (-73.91255 40.74415),7,0
2024-01-14,458,46 St-Bliss St (7),Queens,POINT (-73.918434 40.743134),6,0
2024-01-14,459,40 St-Lowery St (7),Queens,POINT (-73.92402 40.743782),2,0
2024-01-14,46,Cortelyou Rd (Q),Brooklyn,POINT (-73.96389 40.640926),1329,14
2024-01-14,460,33 St-Rawson St (7),Queens,POINT (-73.931 40.744587),10,0
2024-01-14,461,"Queensboro Plaza (7,N,W)",Queens,POINT (-73.9402 40.750584),10,0
2024-01-14,463,Hunters Point Av (7),Queens,POINT (-73.94891 40.742214),3,0
2024-01-14,464,Vernon Blvd-Jackson Av (7),Queens,POINT (-73.95358 40.742626),55,0
2024-01-14,47,"Newkirk Plaza (B,Q)",Brooklyn,POINT (-73.96279 40.635082),1756,68
2024-01-14,471,34 St-Hudson Yards (7),Manhattan,POINT (-74.00191 40.755882),46,0
2024-01-14,475,96 St (Q),Manhattan,POINT (-73.94715 40.784317),5479,200
2024-01-14,476,86 St (Q),Manhattan,POINT (-73.95179 40.77789),8537,151
2024-01-14,477,72 St (Q),Manhattan,POINT (-73.95843 40.7688),7597,104
2024-01-14,48,Avenue H (Q),Brooklyn,POINT (-73.96164 40.62927),558,2
2024-01-14,49,Avenue J (Q),Brooklyn,POINT (-73.9608 40.62504),1282,154
2024-01-14,5,"36 Av (N,W)",Queens,POINT (-73.92957 40.756805),696,17
2024-01-14,50,Avenue M (Q),Brooklyn,POINT (-73.9594 40.61762),1307,63
2024-01-14,501,St George (SIR),Staten Island,POINT (-74.07365 40.64375),1630,405
2024-01-14,502,Tompkinsville (SIR),Staten Island,POINT (-74.07484 40.636948),218,16
2024-01-14,51,"Kings Hwy (B,Q)",Brooklyn,POINT (-73.95773 40.60867),4155,388
2024-01-14,52,Avenue U (Q),Brooklyn,POINT (-73.95593 40.5993),1814,165
2024-01-14,53,Neck Rd (Q),Brooklyn,POINT (-73.95516 40.595245),1107,10
2024-01-14,54,"Sheepshead Bay (B,Q)",Brooklyn,POINT (-73.954155 40.586895),2855,158
2024-01-14,55,"Brighton Beach (B,Q)",Brooklyn,POINT (-73.96137 40.57762),3298,57
2024-01-14,56,Ocean Pkwy (Q),Brooklyn,POINT (-73.9685 40.576313),925,16
2024-01-14,57,"W 8 St-NY Aquarium (F,Q)",Brooklyn,POINT (-73.97594 40.576126),700,4
2024-01-14,58,"Coney Island-Stillwell Av (D,F,N,Q)",Brooklyn,POINT (-73.98123 40.577423),4365,441
2024-01-14,59,9 Av (D),Brooklyn,POINT (-73.99432 40.646294),2179,98
2024-01-14,6,"39 Av-Dutch Kills (N,W)",Queens,POINT (-73.932755 40.75288),2363,15
2024-01-14,60,Fort Hamilton Pkwy (D),Brooklyn,POINT (-73.9943 40.640915),1252,3
2024-01-14,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,POINT (-73.99621 40.738228),18877,4311
2024-01-14,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,POINT (-73.99679 40.737335),1,1
2024-01-14,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,POINT (-73.99679 40.737827),19,1
2024-01-14,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,POINT (-74.0002 40.737827),36,7
2024-01-14,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,POINT (-73.98995 40.734673),3,0
2024-01-14,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,POINT (-73.98995 40.735737),34652,592
2024-01-14,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,POINT (-73.99057 40.735737),11,0
2024-01-14,603,"149 St-Grand Concourse (2,4,5)",Bronx,POINT (-73.92735 40.818375),2535,129
2024-01-14,604,"161 St-Yankee Stadium (B,D,4)",Bronx,POINT (-73.92565 40.827904),24,0
2024-01-14,604,"161 St-Yankee Stadium (B,D,4)",Bronx,POINT (-73.92565 40.827995),6627,293
2024-01-14,604,"161 St-Yankee Stadium (B,D,4)",Bronx,POINT (-73.925835 40.827995),13,0
2024-01-14,605,"168 St (A,C,1)",Manhattan,POINT (-73.93956 40.840717),6848,49
2024-01-14,605,"168 St (A,C,1)",Manhattan,POINT (-73.94013 40.840557),25,0
2024-01-14,606,"Court Sq (E,G,M,7)",Queens,POINT (-73.94383 40.746555),17,0
2024-01-14,606,"Court Sq (E,G,M,7)",Queens,POINT (-73.94383 40.747025),8,0
2024-01-14,606,"Court Sq (E,G,M,7)",Queens,POINT (-73.94383 40.747845),10417,299
2024-01-14,606,"Court Sq (E,G,M,7)",Queens,POINT (-73.94527 40.747845),14,0
2024-01-14,606,"Court Sq (E,G,M,7)",Queens,POINT (-73.946 40.747845),10,0
2024-01-14,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",Manhattan,POINT (-73.98782 40.749718),37231,432
2024-01-14,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",Manhattan,POINT (-73.98795 40.749565),6,0
2024-01-14,608,"4 Av (F,G)/9 St (R)",Brooklyn,POINT (-73.988304 40.67085),4616,165
2024-01-14,608,"4 Av (F,G)/9 St (R)",Brooklyn,POINT (-73.98978 40.670273),40,0
2024-01-14,609,"Bryant Pk (B,D,F,M)/5 Av (7)",Manhattan,POINT (-73.981964 40.753822),2,1
2024-01-14,609,"Bryant Pk (B,D,F,M)/5 Av (7)",Manhattan,POINT (-73.981964 40.754223),10442,103
2024-01-14,609,"Bryant Pk (B,D,F,M)/5 Av (7)",Manhattan,POINT (-73.984566 40.754223),217,5
2024-01-14,61,50 St (D),Brooklyn,POINT (-73.99479 40.63626),1154,51
2024-01-14,610,"Grand Central-42 St (S,4,5,6,7)",Manhattan,POINT (-73.976845 40.751778),38022,288
2024-01-14,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,POINT (-73.986755 40.75529),3,0
2024-01-14,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,POINT (-73.986755 40.75731),69940,414
2024-01-14,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,POINT (-73.987495 40.75529),7,0
2024-01-14,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,POINT (-73.987495 40.75731),513,7
2024-01-14,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,POINT (-73.98974 40.75731),21,0
2024-01-14,612,"Lexington Av-53 St (E,M)/51 St (6)",Manhattan,POINT (-73.969055 40.757553),16174,312
2024-01-14,612,"Lexington Av-53 St (E,M)/51 St (6)",Manhattan,POINT (-73.97192 40.757107),7,0
2024-01-14,613,"Lexington Av (N,R,W)/59 St (4,5,6)",Manhattan,POINT (-73.967255 40.76266),17522,2564
2024-01-14,613,"Lexington Av (N,R,W)/59 St (4,5,6)",Manhattan,POINT (-73.967964 40.762527),20,1
2024-01-14,614,"59 St-Columbus Circle (A,B,C,D,1)",Manhattan,POINT (-73.981735 40.768295),27099,609
2024-01-14,614,"59 St-Columbus Circle (A,B,C,D,1)",Manhattan,POINT (-73.981926 40.768246),1,0
2024-01-14,615,New Utrecht Av (N)/62 St (D),Brooklyn,POINT (-73.99635 40.624844),110,0
2024-01-14,615,New Utrecht Av (N)/62 St (D),Brooklyn,POINT (-73.99635 40.626472),1590,32
2024-01-14,615,New Utrecht Av (N)/62 St (D),Brooklyn,POINT (-73.996895 40.626472),16,5
2024-01-14,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Queens,POINT (-73.891335 40.746643),529,48
2024-01-14,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Queens,POINT (-73.891335 40.74685),29743,1863
2024-01-14,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,POINT (-73.97689 40.68446),15206,469
2024-01-14,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,POINT (-73.97767 40.68436),596,23
2024-01-14,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,POINT (-73.97881 40.683666),11,1
2024-01-14,618,"14 St (A,C,E)/8 Av (L)",Manhattan,POINT (-74.00169 40.740894),24231,214
2024-01-14,618,"14 St (A,C,E)/8 Av (L)",Manhattan,POINT (-74.00258 40.739777),21,0
2024-01-14,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,POINT (-73.99466 40.725914),18284,89
2024-01-14,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,POINT (-73.9962 40.725296),29,0
2024-01-14,62,55 St (D),Brooklyn,POINT (-73.995476 40.631435),654,10
2024-01-14,620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,POINT (-73.99 40.69322),519,19
2024-01-14,620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,POINT (-73.99 40.6941),6451,183
2024-01-14,620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,POINT (-73.99015 40.692406),45,1
2024-01-14,620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,POINT (-73.99015 40.6941),19,0
2024-01-14,620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,POINT (-73.991776 40.6941),1,0
2024-01-14,621,"Broadway Junction (A,C,J,L,Z)",Brooklyn,POINT (-73.90532 40.678333),3002,304
2024-01-14,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",Manhattan,POINT (-74.0034 40.71324),6010,34
2024-01-14,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",Manhattan,POINT (-74.00413 40.713066),56,0
2024-01-14,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,POINT (-73.99989 40.718094),3,0
2024-01-14,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,POINT (-73.99989 40.718803),2,0
2024-01-14,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,POINT (-73.99989 40.71953),18979,107
2024-01-14,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,POINT (-74.00019 40.718803),2,0
2024-01-14,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,POINT (-74.00019 40.71953),83,0
2024-01-14,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,POINT (-74.00178 40.71953),56,0
2024-01-14,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,POINT (-74.00858 40.71411),15225,184
2024-01-14,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,POINT (-74.00978 40.71258),18,0
2024-01-14,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,POINT (-74.01103 40.710667),16,0
2024-01-14,625,"Delancey St (F)/Essex St (J,M,Z)",Manhattan,POINT (-73.987434 40.718315),13,1
2024-01-14,625,"Delancey St (F)/Essex St (J,M,Z)",Manhattan,POINT (-73.987434 40.718613),15109,153
2024-01-14,625,"Delancey St (F)/Essex St (J,M,Z)",Manhattan,POINT (-73.98811 40.718613),44,5
2024-01-14,626,"Franklin Av (2,3,4,5)/Botanic Garden (S)",Brooklyn,POINT (-73.95813 40.67068),6509,37
2024-01-14,627,"Franklin Av (C,S)",Brooklyn,POINT (-73.95685 40.68138),2674,45
2024-01-14,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,POINT (-74.00657 40.709415),6,0
2024-01-14,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,POINT (-74.00657 40.710197),69,1
2024-01-14,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,POINT (-74.00657 40.71037),147,1
2024-01-14,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,POINT (-74.00657 40.710373),23018,100
2024-01-14,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,POINT (-74.00758 40.710373),134,0
2024-01-14,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,POINT (-74.00769 40.710197),36,0
2024-01-14,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,POINT (-74.00769 40.71037),14,0
2024-01-14,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,POINT (-74.00951 40.71037),3,0
2024-01-14,629,Lorimer St (L)/Metropolitan Av (G),Brooklyn,POINT (-73.95027 40.71406),9865,79
2024-01-14,629,Lorimer St (L)/Metropolitan Av (G),Brooklyn,POINT (-73.951416 40.71279),43,1
2024-01-14,630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,POINT (-73.91158 40.699814),9270,479
2024-01-14,635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,POINT (-74.01299 40.703087),7707,594
2024-01-14,635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,POINT (-74.013664 40.70207),45,4
2024-01-14,636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,POINT (-73.98594 40.69218),1,0
2024-01-14,636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,POINT (-73.98594 40.692337),9007,519
2024-01-14,636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,POINT (-73.98734 40.692337),357,41
2024-01-14,64,71 St (D),Brooklyn,POINT (-73.99886 40.61959),1747,4
2024-01-14,65,79 St (D),Brooklyn,POINT (-74.00061 40.613503),1964,11
2024-01-14,66,18 Av (D),Brooklyn,POINT (-74.00174 40.607952),2058,85
2024-01-14,67,20 Av (D),Brooklyn,POINT (-73.99817 40.604557),1858,24
2024-01-14,68,Bay Pkwy (D),Brooklyn,POINT (-73.99373 40.601875),2591,210
2024-01-14,69,25 Av (D),Brooklyn,POINT (-73.98683 40.597706),1429,81
2024-01-14,70,Bay 50 St (D),Brooklyn,POINT (-73.983765 40.58884),781,1
2024-01-14,71,8 Av (N),Brooklyn,POINT (-74.01172 40.635063),4772,96
2024-01-14,72,Fort Hamilton Pkwy (N),Brooklyn,POINT (-74.00535 40.631386),2245,37
2024-01-14,74,18 Av (N),Brooklyn,POINT (-73.99042 40.62067),1942,73
2024-01-14,75,20 Av (N),Brooklyn,POINT (-73.98502 40.61741),1347,4
2024-01-14,76,Bay Pkwy (N),Brooklyn,POINT (-73.98185 40.611816),2463,111
2024-01-14,77,Kings Hwy (N),Brooklyn,POINT (-73.980354 40.603924),2014,110
2024-01-14,78,Avenue U (N),Brooklyn,POINT (-73.97913 40.597473),1831,323
2024-01-14,79,86 St (N),Brooklyn,POINT (-73.97823 40.59272),867,62
2024-01-14,8,"5 Av/59 St (N,R,W)",Manhattan,POINT (-73.97335 40.764812),4824,99
2024-01-14,80,"121 St (J,Z)",Queens,POINT (-73.82829 40.700493),5,0
2024-01-14,81,111 St (J),Queens,POINT (-73.83634 40.69742),4,1
2024-01-14,82,"104 St (J,Z)",Queens,POINT (-73.84433 40.69518),2,0
2024-01-14,83,"Woodhaven Blvd (J,Z)",Queens,POINT (-73.85158 40.69388),1,0
2024-01-14,84,85 St-Forest Pkwy (J),Queens,POINT (-73.86001 40.692436),2,0
2024-01-14,85,"75 St-Elderts Ln (J,Z)",Queens,POINT (-73.86714 40.691322),11,0
2024-01-14,86,Cypress Hills (J),Brooklyn,POINT (-73.87255 40.68994),3,0
2024-01-14,87,"Crescent St (J,Z)",Brooklyn,POINT (-73.87379 40.683193),1034,10
2024-01-14,88,"Norwood Av (J,Z)",Brooklyn,POINT (-73.880035 40.68141),489,0
2024-01-14,89,Cleveland St (J),Brooklyn,POINT (-73.884636 40.679947),515,0
2024-01-14,9,"57 St-7 Av (N,Q,R,W)",Manhattan,POINT (-73.98066 40.764664),13337,281
2024-01-14,90,"Van Siclen Av (J,Z)",Brooklyn,POINT (-73.891685 40.678024),610,1
2024-01-14,91,Alabama Av (J),Brooklyn,POINT (-73.89865 40.67699),409,52
2024-01-14,93,"Chauncey St (J,Z)",Brooklyn,POINT (-73.91045 40.68289),915,2
2024-01-14,94,Halsey St (J),Brooklyn,POINT (-73.91656 40.68637),1800,35
2024-01-14,95,"Gates Av (J,Z)",Brooklyn,POINT (-73.92227 40.68963),2274,34
2024-01-14,96,Kosciuszko St (J),Brooklyn,POINT (-73.92882 40.69334),2144,45
2024-01-14,97,"Myrtle Av (M,J,Z)",Brooklyn,POINT (-73.93565 40.69721),4386,93
2024-01-14,98,"Flushing Av (M,J)",Brooklyn,POINT (-73.941124 40.70026),2211,79
2024-01-14,99,"Lorimer St (M,J)",Brooklyn,POINT (-73.94741 40.70387),1372,6
2024-01-14,TRAM1,RI Tramway (Manhattan),Manhattan,POINT (-73.96416 40.761337),4135,1349
2024-01-14,TRAM2,RI Tramway (Roosevelt),Manhattan,POINT (-73.95412 40.75734),3784,582
2024-01-15,1,"Astoria-Ditmars Blvd (N,W)",Queens,POINT (-73.91203 40.775036),6417,238
2024-01-15,10,"49 St (N,R,W)",Manhattan,POINT (-73.98414 40.7599),9153,58
2024-01-15,100,"Hewes St (M,J)",Brooklyn,POINT (-73.95343 40.70687),1244,3
2024-01-15,101,"Marcy Av (M,J,Z)",Brooklyn,POINT (-73.957756 40.70836),5862,154
2024-01-15,103,"Bowery (J,Z)",Manhattan,POINT (-73.99391 40.72028),1829,7
2024-01-15,107,"Broad St (J,Z)",Manhattan,POINT (-74.011055 40.706474),1909,39
2024-01-15,108,Middle Village-Metropolitan Av (M),Queens,POINT (-73.8896 40.711395),1713,365
2024-01-15,109,Fresh Pond Rd (M),Queens,POINT (-73.895874 40.706184),2524,109
2024-01-15,110,Forest Av (M),Queens,POINT (-73.903076 40.704422),1920,50
2024-01-15,111,Seneca Av (M),Queens,POINT (-73.90774 40.702763),1432,10
2024-01-15,113,Knickerbocker Av (M),Brooklyn,POINT (-73.91971 40.698666),1882,11
2024-01-15,114,Central Av (M),Brooklyn,POINT (-73.9274 40.697857),1833,8
2024-01-15,118,3 Av (L),Manhattan,POINT (-73.98612 40.73285),3755,118
2024-01-15,119,1 Av (L),Manhattan,POINT (-73.98163 40.730953),11776,219
2024-01-15,120,Bedford Av (L),Brooklyn,POINT (-73.95687 40.717304),18042,127
2024-01-15,122,Graham Av (L),Brooklyn,POINT (-73.94405 40.714565),4611,109
2024-01-15,123,Grand St (L),Brooklyn,POINT (-73.94067 40.711926),3215,424
2024-01-15,124,Montrose Av (L),Brooklyn,POINT (-73.93985 40.70774),3694,6
2024-01-15,125,Morgan Av (L),Brooklyn,POINT (-73.93314 40.706154),4057,6
2024-01-15,126,Jefferson St (L),Brooklyn,POINT (-73.92291 40.706608),4552,79
2024-01-15,127,DeKalb Av (L),Brooklyn,POINT (-73.91843 40.70381),6359,148
2024-01-15,129,Halsey St (L),Queens,POINT (-73.90408 40.695602),3611,74
2024-01-15,13,"28 St (R,W)",Manhattan,POINT (-73.98869 40.745495),5337,8
2024-01-15,130,Wilson Av (L),Brooklyn,POINT (-73.904045 40.688763),2019,7
2024-01-15,131,Bushwick Av-Aberdeen St (L),Brooklyn,POINT (-73.90525 40.68283),1202,3
2024-01-15,133,Atlantic Av (L),Brooklyn,POINT (-73.9031 40.675346),714,16
2024-01-15,134,Sutter Av (L),Brooklyn,POINT (-73.90198 40.66937),817,24
2024-01-15,135,Livonia Av (L),Brooklyn,POINT (-73.90057 40.66404),1119,209
2024-01-15,136,New Lots Av (L),Brooklyn,POINT (-73.89923 40.658733),1452,152
2024-01-15,137,East 105 St (L),Brooklyn,POINT (-73.89948 40.650574),908,7
2024-01-15,138,Canarsie-Rockaway Pkwy (L),Brooklyn,POINT (-73.90185 40.646652),1107,70
2024-01-15,14,"23 St (R,W)",Manhattan,POINT (-73.98934 40.741302),7589,137
2024-01-15,141,Park Pl (S),Brooklyn,POINT (-73.95763 40.67477),731,2
2024-01-15,143,Inwood-207 St (A),Manhattan,POINT (-73.9199 40.868073),3634,249
2024-01-15,144,Dyckman St (A),Manhattan,POINT (-73.92727 40.86549),2577,19
2024-01-15,145,190 St (A),Manhattan,POINT (-73.93418 40.85902),1805,4
2024-01-15,146,181 St (A),Manhattan,POINT (-73.937965 40.851696),4087,40
2024-01-15,147,175 St (A),Manhattan,POINT (-73.939705 40.84739),4605,72
2024-01-15,149,163 St-Amsterdam Av (C),Manhattan,POINT (-73.939896 40.836014),1864,12
2024-01-15,150,155 St (C),Manhattan,POINT (-73.94151 40.830517),1126,9
2024-01-15,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8958,114
2024-01-15,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),1868,28
2024-01-15,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),9948,444
2024-01-15,154,"116 St (C,B)",Manhattan,POINT (-73.95488 40.805084),3003,36
2024-01-15,155,"Cathedral Pkwy (110 St) (C,B)",Manhattan,POINT (-73.95816 40.800602),3370,41
2024-01-15,156,"103 St (C,B)",Manhattan,POINT (-73.96146 40.796093),1982,5
2024-01-15,157,"96 St (C,B)",Manhattan,POINT (-73.9647 40.79164),4110,378
2024-01-15,158,"86 St (C,B)",Manhattan,POINT (-73.96892 40.78587),4585,325
2024-01-15,159,"81 St-Museum of Natural History (C,B)",Manhattan,POINT (-73.972145 40.781433),8203,320
2024-01-15,16,"8 St-NYU (R,W)",Manhattan,POINT (-73.99263 40.730328),6517,38
2024-01-15,160,"72 St (C,B)",Manhattan,POINT (-73.97641 40.775593),4692,102
2024-01-15,162,"50 St (C,E)",Manhattan,POINT (-73.985985 40.762455),9720,58
2024-01-15,164,"34 St-Penn Station (A,C,E)",Manhattan,POINT (-73.99339 40.75229),34123,192
2024-01-15,165,"23 St (C,E)",Manhattan,POINT (-73.99804 40.745907),8310,160
2024-01-15,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,POINT (-74.000496 40.732338),19325,84
2024-01-15,168,"Spring St (C,E)",Manhattan,POINT (-74.00374 40.726227),6119,10
2024-01-15,169,"Canal St (A,C,E)",Manhattan,POINT (-74.005226 40.720825),6243,20
2024-01-15,17,"Prince St (R,W)",Manhattan,POINT (-73.9977 40.72433),6958,19
2024-01-15,173,"High St (A,C)",Brooklyn,POINT (-73.99053 40.699337),3709,35
2024-01-15,175,"Hoyt-Schermerhorn Sts (A,C,G)",Brooklyn,POINT (-73.985 40.688484),6297,68
2024-01-15,176,Lafayette Av (C),Brooklyn,POINT (-73.973946 40.68611),2895,26
2024-01-15,177,Clinton-Washington Avs (C),Brooklyn,POINT (-73.965836 40.68326),2755,18
2024-01-15,179,"Nostrand Av (A,C)",Brooklyn,POINT (-73.950424 40.68044),7235,334
2024-01-15,180,Kingston-Throop Avs (C),Brooklyn,POINT (-73.94086 40.67992),2828,60
2024-01-15,181,"Utica Av (A,C)",Brooklyn,POINT (-73.93073 40.679363),5299,375
2024-01-15,182,Ralph Av (C),Brooklyn,POINT (-73.920784 40.67882),2111,73
2024-01-15,183,Rockaway Av (C),Brooklyn,POINT (-73.91195 40.67834),1890,32
2024-01-15,185,Liberty Av (C),Brooklyn,POINT (-73.896545 40.67454),839,52
2024-01-15,186,Van Siclen Av (C),Brooklyn,POINT (-73.89036 40.67271),1067,1
2024-01-15,187,Shepherd Av (C),Brooklyn,POINT (-73.88075 40.67413),1052,0
2024-01-15,188,"Euclid Av (A,C)",Brooklyn,POINT (-73.87211 40.675377),4242,309
2024-01-15,189,Grant Av (A),Brooklyn,POINT (-73.86505 40.677044),2295,21
2024-01-15,190,80 St (A),Queens,POINT (-73.85899 40.67937),1740,4
2024-01-15,191,88 St (A),Queens,POINT (-73.85147 40.679844),1155,2
2024-01-15,192,Rockaway Blvd (A),Queens,POINT (-73.84386 40.680428),2978,445
2024-01-15,193,104 St (A),Queens,POINT (-73.837685 40.68171),684,4
2024-01-15,194,111 St (A),Queens,POINT (-73.83216 40.68433),888,58
2024-01-15,195,Ozone Park-Lefferts Blvd (A),Queens,POINT (-73.8258 40.68595),2672,380
2024-01-15,196,Aqueduct Racetrack (A),Queens,POINT (-73.83406 40.668236),421,1
2024-01-15,197,Aqueduct-N Conduit Av (A),Queens,POINT (-73.83406 40.668236),305,2
2024-01-15,198,Howard Beach-JFK Airport (A),Queens,POINT (-73.8303 40.660477),1692,5
2024-01-15,199,"Broad Channel (A,S)",Queens,POINT (-73.815926 40.608383),105,2
2024-01-15,2,"Astoria Blvd (N,W)",Queens,POINT (-73.91785 40.77026),4481,249
2024-01-15,20,"City Hall (R,W)",Manhattan,POINT (-74.00698 40.713284),1678,6
2024-01-15,200,"Beach 90 St (A,S)",Queens,POINT (-73.813644 40.588036),268,1
2024-01-15,201,"Beach 98 St (A,S)",Queens,POINT (-73.82056 40.585308),164,0
2024-01-15,202,"Beach 105 St (A,S)",Queens,POINT (-73.82756 40.58321),78,0
2024-01-15,203,"Rockaway Park-Beach 116 St (A,S)",Queens,POINT (-73.835594 40.580902),379,20
2024-01-15,204,Beach 67 St (A),Queens,POINT (-73.79692 40.590927),911,7
2024-01-15,205,Beach 60 St (A),Queens,POINT (-73.78852 40.592373),658,12
2024-01-15,206,Beach 44 St (A),Queens,POINT (-73.77602 40.59294),305,0
2024-01-15,207,Beach 36 St (A),Queens,POINT (-73.76817 40.595398),300,10
2024-01-15,208,Beach 25 St (A),Queens,POINT (-73.76135 40.600067),544,1
2024-01-15,209,Far Rockaway-Mott Av (A),Queens,POINT (-73.7554 40.603996),1915,181
2024-01-15,210,Norwood-205 St (D),Bronx,POINT (-73.87885 40.87481),2420,135
2024-01-15,211,"Bedford Park Blvd (B,D)",Bronx,POINT (-73.88714 40.873245),2190,119
2024-01-15,212,"Kingsbridge Rd (B,D)",Bronx,POINT (-73.89351 40.866978),2424,93
2024-01-15,213,"Fordham Rd (B,D)",Bronx,POINT (-73.89775 40.861298),3287,117
2024-01-15,214,"182-183 Sts (B,D)",Bronx,POINT (-73.90074 40.856094),1646,4
2024-01-15,215,"Tremont Av (B,D)",Bronx,POINT (-73.90523 40.85041),2363,121
2024-01-15,216,"174-175 Sts (B,D)",Bronx,POINT (-73.91013 40.8459),1332,6
2024-01-15,217,"170 St (B,D)",Bronx,POINT (-73.9134 40.839306),1908,51
2024-01-15,218,"167 St (B,D)",Bronx,POINT (-73.91844 40.83377),2853,80
2024-01-15,22,"Rector St (R,W)",Manhattan,POINT (-74.01334 40.70722),1948,119
2024-01-15,220,"155 St (B,D)",Manhattan,POINT (-73.93821 40.830135),1074,3
2024-01-15,221,21 St-Queensbridge (F),Queens,POINT (-73.94283 40.754204),1006,185
2024-01-15,222,Roosevelt Island (F),Manhattan,POINT (-73.95326 40.759144),2045,70
2024-01-15,223,"Lexington Av/63 St (F,Q)",Manhattan,POINT (-73.96611 40.76463),4346,675
2024-01-15,224,57 St (F),Manhattan,POINT (-73.97745 40.763973),2189,24
2024-01-15,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,POINT (-73.98133 40.758663),18618,120
