station_complex_id,station_complex,borough,Year,ridership,net_exits
N056,"50 St (C,E)",M,2019,6811440,4310023
N056,"50 St (C,E)",M,2020,1817623,1307921
N056,"50 St (C,E)",M,2021,1834475,1565605
N056,"50 St (C,E)",M,2022,2179487,2351897
N060,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)/Bryant Pk (B,D,F,M)/5 Av (7)",M,2018,74583209,65370163
N060,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)/Bryant Pk (B,D,F,M)/5 Av (7)",M,2019,75111089,68660352
N060,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)/Bryant Pk (B,D,F,M)/5 Av (7)",M,2020,23122525,24605646
N060,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)/Bryant Pk (B,D,F,M)/5 Av (7)",M,2021,22401646,30538314
N060,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)/Bryant Pk (B,D,F,M)/5 Av (7)",M,2022,27118229,45649620
N070,"34 St-Penn Station (A,C,E)",M,2018,24889724,22289700
N070,"34 St-Penn Station (A,C,E)",M,2019,25610309,23054079
N070,"34 St-Penn Station (A,C,E)",M,2020,7700183,8333257
N070,"34 St-Penn Station (A,C,E)",M,2021,7867521,10787129
N070,"34 St-Penn Station (A,C,E)",M,2022,8758007,14530517
N076,"23 St (C,E)",M,2018,7342653,4703636
N076,"23 St (C,E)",M,2019,7222965,4539636
N076,"23 St (C,E)",M,2020,2233953,1654173
N076,"23 St (C,E)",M,2021,2257067,2295467
N076,"23 St (C,E)",M,2022,2343268,2875095
N078,"14 St (A,C,E)/8 Av (L)",M,2018,13335797,9052804
N078,"14 St (A,C,E)/8 Av (L)",M,2019,13244028,9914321
N078,"14 St (A,C,E)/8 Av (L)",M,2020,3868112,3642396
N078,"14 St (A,C,E)/8 Av (L)",M,2021,4366154,5775588
N078,"14 St (A,C,E)/8 Av (L)",M,2022,4875756,7846519
N080,"West 4 St-Washington Sq (A,B,C,D,E,F,M)",M,2018,13078040,11806684
N080,"West 4 St-Washington Sq (A,B,C,D,E,F,M)",M,2019,13643594,12441196
N080,"West 4 St-Washington Sq (A,B,C,D,E,F,M)",M,2020,4224056,4636417
N080,"West 4 St-Washington Sq (A,B,C,D,E,F,M)",M,2021,4148758,6656271
N080,"West 4 St-Washington Sq (A,B,C,D,E,F,M)",M,2022,4346528,9132575
N086,"Spring St (C,E)",M,2018,3787302,770996
N086,"Spring St (C,E)",M,2019,4325312,877284
N086,"Spring St (C,E)",M,2020,1283369,332310
N086,"Spring St (C,E)",M,2021,1214575,484146
N086,"Spring St (C,E)",M,2022,1293993,657496
N089,"Canal St (A,C,E)",M,2018,6131873,5486357
N089,"Canal St (A,C,E)",M,2019,6337852,5710119
N089,"Canal St (A,C,E)",M,2020,1853969,1839579
N089,"Canal St (A,C,E)",M,2021,1681401,2517784
N089,"Canal St (A,C,E)",M,2022,1897556,3516347
N094,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",M,2018,21743074,15770414
N094,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",M,2019,20862301,15351251
N094,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",M,2020,5791959,4833086
N094,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",M,2021,5158378,5785558
N094,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",M,2022,6734018,8760900
N095,"Fulton St (A,C,J,Z,2,3,4,5)",M,2018,27735571,22869672
N095,"Fulton St (A,C,J,Z,2,3,4,5)",M,2019,27152062,23592277
N095,"Fulton St (A,C,J,Z,2,3,4,5)",M,2020,8293232,8532537
N095,"Fulton St (A,C,J,Z,2,3,4,5)",M,2021,7547172,10101865
N095,"Fulton St (A,C,J,Z,2,3,4,5)",M,2022,8900062,14717325
N100,"High St (A,C)",BK,2018,2602878,2835325
N100,"High St (A,C)",BK,2019,2606286,3162983
N100,"High St (A,C)",BK,2020,787951,1013029
N100,"High St (A,C)",BK,2021,1077902,1720262
N100,"High St (A,C)",BK,2022,1309231,2433094
N103,"Jay St-MetroTech (A,C,F,R)",BK,2018,12733501,7295626
N103,"Jay St-MetroTech (A,C,F,R)",BK,2019,12445916,8186359
N103,"Jay St-MetroTech (A,C,F,R)",BK,2020,4064115,3350786
N103,"Jay St-MetroTech (A,C,F,R)",BK,2021,3754627,4055473
N103,"Jay St-MetroTech (A,C,F,R)",BK,2022,4400330,5725184
N108,"Hoyt-Schermerhorn Sts (A,C,G)",BK,2018,3338931,2802787
N108,"Hoyt-Schermerhorn Sts (A,C,G)",BK,2019,3560634,3072802
N108,"Hoyt-Schermerhorn Sts (A,C,G)",BK,2020,1407718,1453376
N108,"Hoyt-Schermerhorn Sts (A,C,G)",BK,2021,1353322,1900606
N108,"Hoyt-Schermerhorn Sts (A,C,G)",BK,2022,1387476,2475408
N110,Lafayette Av (C),BK,2018,1641549,712871
N110,Lafayette Av (C),BK,2019,1429484,678211
N110,Lafayette Av (C),BK,2020,475419,301642
N110,Lafayette Av (C),BK,2021,475913,401425
N110,Lafayette Av (C),BK,2022,499786,541770
N111,Clinton-Washington Avs (C),BK,2018,2129607,1672223
N111,Clinton-Washington Avs (C),BK,2019,2140614,1699282
N111,Clinton-Washington Avs (C),BK,2020,703610,713232
N111,Clinton-Washington Avs (C),BK,2021,674737,905115
N111,Clinton-Washington Avs (C),BK,2022,724819,1211361
N114,"Franklin Av (C,S)",BK,2018,2072384,2082220
N114,"Franklin Av (C,S)",BK,2019,1997531,2072069
N114,"Franklin Av (C,S)",BK,2020,783633,1005397
N114,"Franklin Av (C,S)",BK,2021,724213,1151850
N114,"Franklin Av (C,S)",BK,2022,676451,1424255
N116,"Nostrand Av (A,C)",BK,2018,5461437,3839091
N116,"Nostrand Av (A,C)",BK,2019,5410100,4053451
N116,"Nostrand Av (A,C)",BK,2020,2122440,2405058
N116,"Nostrand Av (A,C)",BK,2021,2160817,2963109
N116,"Nostrand Av (A,C)",BK,2022,2112847,3641341
N119,Kingston-Throop Avs (C),BK,2018,2113444,1737498
N119,Kingston-Throop Avs (C),BK,2019,2053022,1801286
N119,Kingston-Throop Avs (C),BK,2020,776156,912401
N119,Kingston-Throop Avs (C),BK,2021,739913,1073540
N119,Kingston-Throop Avs (C),BK,2022,759615,1390638
N120,"Utica Av (A,C)",BK,2018,5181660,4020343
N120,"Utica Av (A,C)",BK,2019,5092717,4189868
N120,"Utica Av (A,C)",BK,2020,2082108,2071819
N120,"Utica Av (A,C)",BK,2021,1952200,2314266
N120,"Utica Av (A,C)",BK,2022,1861436,2819045
N121B,Ralph Av (C),BK,2018,1863576,939531
N121B,Ralph Av (C),BK,2019,1840575,961124
N121B,Ralph Av (C),BK,2020,800788,544252
N121B,Ralph Av (C),BK,2021,752206,608619
N121B,Ralph Av (C),BK,2022,706948,726336
N122,Rockaway Av (C),BK,2018,1807821,1081074
N122,Rockaway Av (C),BK,2019,1801800,1110476
N122,Rockaway Av (C),BK,2020,768155,588189
N122,Rockaway Av (C),BK,2021,725742,618009
N122,Rockaway Av (C),BK,2022,712826,757668
N124,"Broadway Junction (A,C,J,L,Z)",BK,2018,2891894,2623310
N124,"Broadway Junction (A,C,J,L,Z)",BK,2019,2829383,2678509
N124,"Broadway Junction (A,C,J,L,Z)",BK,2020,1366918,1475551
N124,"Broadway Junction (A,C,J,L,Z)",BK,2021,1296075,1560536
N124,"Broadway Junction (A,C,J,L,Z)",BK,2022,1227920,1734763
N125,Liberty Av (C),BK,2018,852200,412563
N125,Liberty Av (C),BK,2019,847383,434965
N125,Liberty Av (C),BK,2020,384654,261362
N125,Liberty Av (C),BK,2021,381701,295861
N125,Liberty Av (C),BK,2022,390948,332582
N126,Van Siclen Av (C),BK,2018,972010,924948
N126,Van Siclen Av (C),BK,2019,934304,930324
N126,Van Siclen Av (C),BK,2020,442778,510504
N126,Van Siclen Av (C),BK,2021,417462,545481
N126,Van Siclen Av (C),BK,2022,405390,647134
N127,Shepherd Av (C),BK,2018,1008458,529274
N127,Shepherd Av (C),BK,2019,995973,545489
N127,Shepherd Av (C),BK,2020,453085,339638
N127,Shepherd Av (C),BK,2021,442848,375224
N127,Shepherd Av (C),BK,2022,441334,450740
N128,"Euclid Av (A,C)",BK,2018,3250979,1033237
N128,"Euclid Av (A,C)",BK,2019,3319576,1084205
N128,"Euclid Av (A,C)",BK,2020,1585879,684259
N128,"Euclid Av (A,C)",BK,2021,1470850,753890
N128,"Euclid Av (A,C)",BK,2022,1440785,854693
N129,Grant Av (A),BK,2018,1877208,1556988
N129,Grant Av (A),BK,2019,1786248,1565159
N129,Grant Av (A),BK,2020,828676,877696
N129,Grant Av (A),BK,2021,790981,961940
N129,Grant Av (A),BK,2022,804193,1118990
N131,80 St (A),Q,2018,1342464,758241
N131,80 St (A),Q,2019,1312101,734580
N131,80 St (A),Q,2020,558906,325770
N131,80 St (A),Q,2021,585451,389008
N131,80 St (A),Q,2022,625810,517628
N133,88 St (A),Q,2018,866942,349623
N133,88 St (A),Q,2019,862311,351485
N133,88 St (A),Q,2020,390873,177292
N133,88 St (A),Q,2021,399357,200392
N133,88 St (A),Q,2022,413151,259085
N134,Rockaway Blvd (A),Q,2018,2382913,760235
N134,Rockaway Blvd (A),Q,2019,2341676,711966
N134,Rockaway Blvd (A),Q,2020,1079528,390041
N134,Rockaway Blvd (A),Q,2021,1130913,388649
N134,Rockaway Blvd (A),Q,2022,1160895,445747
N137,104 St (A),Q,2018,470619,195978
N137,104 St (A),Q,2019,452124,186444
N137,104 St (A),Q,2020,215983,95538
N137,104 St (A),Q,2021,231009,126909
N137,104 St (A),Q,2022,243367,142109
N139,111 St (A),Q,2018,772701,269198
N139,111 St (A),Q,2019,767961,267424
N139,111 St (A),Q,2020,346533,144629
N139,111 St (A),Q,2021,357807,140480
N139,111 St (A),Q,2022,376883,179512
N141,Ozone Park-Lefferts Blvd (A),Q,2018,2359229,1881380
N141,Ozone Park-Lefferts Blvd (A),Q,2019,2277652,1801946
N141,Ozone Park-Lefferts Blvd (A),Q,2020,1095622,1018759
N141,Ozone Park-Lefferts Blvd (A),Q,2021,1105065,1123002
N141,Ozone Park-Lefferts Blvd (A),Q,2022,1131821,1304168
N181,Aqueduct-North Conduit Av (A),Q,2018,285177,573836
N181,Aqueduct-North Conduit Av (A),Q,2019,271226,574844
N181,Aqueduct-North Conduit Av (A),Q,2020,113392,220850
N181,Aqueduct-North Conduit Av (A),Q,2021,119019,316983
N181,Aqueduct-North Conduit Av (A),Q,2022,118524,370661
N181A,Aqueduct Racetrack (A),Q,2018,733150,58819
N181A,Aqueduct Racetrack (A),Q,2019,603036,59181
N181A,Aqueduct Racetrack (A),Q,2020,170868,24934
N181A,Aqueduct Racetrack (A),Q,2021,222675,38457
N181A,Aqueduct Racetrack (A),Q,2022,177896,35259
N182,Howard Beach-JFK Airport (A),Q,2018,1283234,1611886
N182,Howard Beach-JFK Airport (A),Q,2019,1446113,1482035
N182,Howard Beach-JFK Airport (A),Q,2020,510772,312051
N182,Howard Beach-JFK Airport (A),Q,2021,717527,442839
N182,Howard Beach-JFK Airport (A),Q,2022,1010526,946614
N183,"Broad Channel (A,S)",Q,2018,86640,21949
N183,"Broad Channel (A,S)",Q,2019,95921,25078
N183,"Broad Channel (A,S)",Q,2020,39101,18608
N183,"Broad Channel (A,S)",Q,2021,40324,23409
N183,"Broad Channel (A,S)",Q,2022,40071,20295
N184,"Beach 90 St (A,S)",Q,2018,390694,318646
N184,"Beach 90 St (A,S)",Q,2019,355588,291424
N184,"Beach 90 St (A,S)",Q,2020,133720,147043
N184,"Beach 90 St (A,S)",Q,2021,129454,168783
N184,"Beach 90 St (A,S)",Q,2022,121257,208200
N185,"Beach 98 St (A,S)",Q,2018,158689,159500
N185,"Beach 98 St (A,S)",Q,2019,167929,166801
N185,"Beach 98 St (A,S)",Q,2020,66290,83252
N185,"Beach 98 St (A,S)",Q,2021,65067,99598
N185,"Beach 98 St (A,S)",Q,2022,73590,132492
N186,"Beach 105 St (A,S)",Q,2018,95934,103420
N186,"Beach 105 St (A,S)",Q,2019,91139,99846
N186,"Beach 105 St (A,S)",Q,2020,40073,55866
N186,"Beach 105 St (A,S)",Q,2021,35836,63491
N186,"Beach 105 St (A,S)",Q,2022,40179,78151
N187,"Rockaway Park-Beach 116 St (A,S)",Q,2018,250319,294198
N187,"Rockaway Park-Beach 116 St (A,S)",Q,2019,240388,276669
N187,"Rockaway Park-Beach 116 St (A,S)",Q,2020,121766,166435
N187,"Rockaway Park-Beach 116 St (A,S)",Q,2021,115033,177079
N187,"Rockaway Park-Beach 116 St (A,S)",Q,2022,126679,215332
N191,Beach 67 St-Arverne By The Sea (A),Q,2018,682468,522792
N191,Beach 67 St-Arverne By The Sea (A),Q,2019,732036,554380
N191,Beach 67 St-Arverne By The Sea (A),Q,2020,381863,325560
N191,Beach 67 St-Arverne By The Sea (A),Q,2021,347203,352054
N191,Beach 67 St-Arverne By The Sea (A),Q,2022,331736,422425
N192,Beach 60 St (A),Q,2018,638918,493518
N192,Beach 60 St (A),Q,2019,633164,490533
N192,Beach 60 St (A),Q,2020,325456,279291
N192,Beach 60 St (A),Q,2021,295614,288134
N192,Beach 60 St (A),Q,2022,290880,358150
N193,Beach 44 St (A),Q,2018,224888,244190
N193,Beach 44 St (A),Q,2019,225312,258623
N193,Beach 44 St (A),Q,2020,119136,159746
N193,Beach 44 St (A),Q,2021,109048,164227
N193,Beach 44 St (A),Q,2022,112020,205975
N194,Beach 36 St (A),Q,2018,281177,305776
N194,Beach 36 St (A),Q,2019,299285,332544
N194,Beach 36 St (A),Q,2020,155258,193063
N194,Beach 36 St (A),Q,2021,148850,205365
N194,Beach 36 St (A),Q,2022,149528,248042
N195,Beach 25 St (A),Q,2018,556268,618600
N195,Beach 25 St (A),Q,2019,525605,609173
N195,Beach 25 St (A),Q,2020,268471,344066
N195,Beach 25 St (A),Q,2021,255836,372714
N195,Beach 25 St (A),Q,2022,262570,462074
N196,Far Rockaway-Mott Av (A),Q,2018,1389399,1457726
N196,Far Rockaway-Mott Av (A),Q,2019,1358995,1479141
N196,Far Rockaway-Mott Av (A),Q,2020,729882,907706
N196,Far Rockaway-Mott Av (A),Q,2021,686809,956608
N196,Far Rockaway-Mott Av (A),Q,2022,660613,1072800
N202,"155 St (B,D)",M,2018,1128400,602326
N202,"155 St (B,D)",M,2019,1134940,635601
N202,"155 St (B,D)",M,2020,549483,397603
N202,"155 St (B,D)",M,2021,544112,443738
N202,"155 St (B,D)",M,2022,531441,515817
N203,"161 St-Yankee Stadium (B,D,4)",BX,2018,7831621,4455448
N203,"161 St-Yankee Stadium (B,D,4)",BX,2019,7638602,4274124
N203,"161 St-Yankee Stadium (B,D,4)",BX,2020,2819213,1692097
N203,"161 St-Yankee Stadium (B,D,4)",BX,2021,3249889,2236049
N203,"161 St-Yankee Stadium (B,D,4)",BX,2022,3334639,2894345
N207,"167 St (B,D)",BX,2018,2040389,980661
N207,"167 St (B,D)",BX,2019,2388446,966089
N207,"167 St (B,D)",BX,2020,1070013,493015
N207,"167 St (B,D)",BX,2021,1005802,548804
N207,"167 St (B,D)",BX,2022,891106,591457
N209,"170 St (B,D)",BX,2018,2447313,1247459
N209,"170 St (B,D)",BX,2019,2128892,1237757
N209,"170 St (B,D)",BX,2020,981878,701129
N209,"170 St (B,D)",BX,2021,990557,791760
N209,"170 St (B,D)",BX,2022,893296,849275
N210,"174-175 Sts (B,D)",BX,2018,1009080,400861
N210,"174-175 Sts (B,D)",BX,2019,1515911,825799
N210,"174-175 Sts (B,D)",BX,2020,769663,583911
N210,"174-175 Sts (B,D)",BX,2021,766247,654259
N210,"174-175 Sts (B,D)",BX,2022,671405,592080
N213,"Tremont Av (B,D)",BX,2018,3258291,1999736
N213,"Tremont Av (B,D)",BX,2019,3056349,1894055
N213,"Tremont Av (B,D)",BX,2020,1412468,1130234
N213,"Tremont Av (B,D)",BX,2021,1370293,1448021
N213,"Tremont Av (B,D)",BX,2022,1154445,1508591
N215,"182-183 Sts (B,D)",BX,2018,1356637,495061
N215,"182-183 Sts (B,D)",BX,2019,980407,418797
N215,"182-183 Sts (B,D)",BX,2020,448331,297115
N215,"182-183 Sts (B,D)",BX,2021,411548,300240
N215,"182-183 Sts (B,D)",BX,2022,384743,334233
N217,"Fordham Rd (B,D)",BX,2018,3597698,1784182
N217,"Fordham Rd (B,D)",BX,2019,3688813,2076321
N217,"Fordham Rd (B,D)",BX,2020,1701308,1238033
N217,"Fordham Rd (B,D)",BX,2021,1653745,1368928
N217,"Fordham Rd (B,D)",BX,2022,1469320,1437175
N221,"Kingsbridge Rd (B,D)",BX,2018,2471949,1820938
N221,"Kingsbridge Rd (B,D)",BX,2019,2483036,2064057
N221,"Kingsbridge Rd (B,D)",BX,2020,1159884,1205013
N221,"Kingsbridge Rd (B,D)",BX,2021,1056852,1255506
N221,"Kingsbridge Rd (B,D)",BX,2022,931347,1296792
N222,"Bedford Park Blvd (B,D)",BX,2018,2161506,1308962
N222,"Bedford Park Blvd (B,D)",BX,2019,2197178,1337152
N222,"Bedford Park Blvd (B,D)",BX,2020,996201,688954
N222,"Bedford Park Blvd (B,D)",BX,2021,1038643,828520
N222,"Bedford Park Blvd (B,D)",BX,2022,970755,890081
N224,Norwood-205 St (D),BX,2018,2631183,1870357
N224,Norwood-205 St (D),BX,2019,2652485,1947640
N224,Norwood-205 St (D),BX,2020,1305905,1199654
N224,Norwood-205 St (D),BX,2021,1240208,1309116
N224,Norwood-205 St (D),BX,2022,1150712,1386952
N301,"7 Av (B,D,E)",M,2018,5338132,6065830
N301,"7 Av (B,D,E)",M,2019,5522315,6227539
N301,"7 Av (B,D,E)",M,2020,1501063,1912936
N301,"7 Av (B,D,E)",M,2021,1382741,2317387
N301,"7 Av (B,D,E)",M,2022,1898538,3732702
N303,"5 Av-53 St (E,M)",M,2018,7742391,8327776
N303,"5 Av-53 St (E,M)",M,2019,7611771,8372644
N303,"5 Av-53 St (E,M)",M,2020,2036724,2473421
N303,"5 Av-53 St (E,M)",M,2021,1822862,3004868
N303,"5 Av-53 St (E,M)",M,2022,2149331,4571649
N305,"Lexington Av-53 St (E,M)/51 St (6)",M,2018,17638800,18754198
N305,"Lexington Av-53 St (E,M)/51 St (6)",M,2019,17933458,19161932
N305,"Lexington Av-53 St (E,M)/51 St (6)",M,2020,5190126,6193849
N305,"Lexington Av-53 St (E,M)/51 St (6)",M,2021,4614832,7101604
N305,"Lexington Av-53 St (E,M)/51 St (6)",M,2022,5505333,10452012
N307,"Court Sq (E,G,M,7)",Q,2018,6932757,5791163
N307,"Court Sq (E,G,M,7)",Q,2019,6612097,5795628
N307,"Court Sq (E,G,M,7)",Q,2020,2226613,2183440
N307,"Court Sq (E,G,M,7)",Q,2021,2140088,2615650
N307,"Court Sq (E,G,M,7)",Q,2022,2586619,4122721
N309A,"Queens Plaza (E,M,R)",Q,2018,3954364,3450485
N309A,"Queens Plaza (E,M,R)",Q,2019,4387972,3956309
N309A,"Queens Plaza (E,M,R)",Q,2020,1424373,1532881
N309A,"Queens Plaza (E,M,R)",Q,2021,1312619,1897917
N309A,"Queens Plaza (E,M,R)",Q,2022,1573847,2805720
N312,"36 St (M,R)",Q,2018,1568509,1077316
N312,"36 St (M,R)",Q,2019,1427149,999573
N312,"36 St (M,R)",Q,2020,480648,406836
N312,"36 St (M,R)",Q,2021,449410,453464
N312,"36 St (M,R)",Q,2022,500824,535756
N315,"Steinway St (M,R)",Q,2018,5028597,3534686
N315,"Steinway St (M,R)",Q,2019,4664322,3526938
N315,"Steinway St (M,R)",Q,2020,1722929,1625464
N315,"Steinway St (M,R)",Q,2021,1746103,1977557
N315,"Steinway St (M,R)",Q,2022,1744538,2438100
N316,"46 St (M,R)",Q,2018,2715205,2291376
N316,"46 St (M,R)",Q,2019,2604010,2176644
N316,"46 St (M,R)",Q,2020,1028396,999625
N316,"46 St (M,R)",Q,2021,1058195,1307918
N316,"46 St (M,R)",Q,2022,1076445,1591533
N318,"Northern Blvd (M,R)",Q,2018,2124994,1741743
N318,"Northern Blvd (M,R)",Q,2019,2027289,1714661
N318,"Northern Blvd (M,R)",Q,2020,901758,853375
N318,"Northern Blvd (M,R)",Q,2021,959569,1054020
N318,"Northern Blvd (M,R)",Q,2022,969471,1256812
N322,"65 St (M,R)",Q,2018,1131430,802047
N322,"65 St (M,R)",Q,2019,1096234,803362
N322,"65 St (M,R)",Q,2020,460233,386374
N322,"65 St (M,R)",Q,2021,501915,489962
N322,"65 St (M,R)",Q,2022,507924,599181
N325A,"Elmhurst Av (M,R)",Q,2018,3743189,889747
N325A,"Elmhurst Av (M,R)",Q,2019,3120970,848210
N325A,"Elmhurst Av (M,R)",Q,2020,1338926,403651
N325A,"Elmhurst Av (M,R)",Q,2021,1495120,515636
N325A,"Elmhurst Av (M,R)",Q,2022,1514166,633761
N327,"Grand Av-Newtown (M,R)",Q,2018,4894122,3072398
N327,"Grand Av-Newtown (M,R)",Q,2019,4888264,3186304
N327,"Grand Av-Newtown (M,R)",Q,2020,2053171,1582497
N327,"Grand Av-Newtown (M,R)",Q,2021,2284061,2019228
N327,"Grand Av-Newtown (M,R)",Q,2022,2324109,2445718
N329,"Woodhaven Blvd (M,R)",Q,2018,6351208,3673642
N329,"Woodhaven Blvd (M,R)",Q,2019,6251518,3843917
N329,"Woodhaven Blvd (M,R)",Q,2020,2608644,2112670
N329,"Woodhaven Blvd (M,R)",Q,2021,2910934,2953176
N329,"Woodhaven Blvd (M,R)",Q,2022,2771722,3110103
N330B,"63 Dr-Rego Park (M,R)",Q,2018,4784862,1826221
N330B,"63 Dr-Rego Park (M,R)",Q,2019,4757484,1860506
N330B,"63 Dr-Rego Park (M,R)",Q,2020,1939927,879128
N330B,"63 Dr-Rego Park (M,R)",Q,2021,2066841,1106546
N330B,"63 Dr-Rego Park (M,R)",Q,2022,2103411,1288203
N331,"67 Av (M,R)",Q,2018,2610451,1259621
N331,"67 Av (M,R)",Q,2019,2651985,1325589
N331,"67 Av (M,R)",Q,2020,1017100,556072
N331,"67 Av (M,R)",Q,2021,1052417,642051
N331,"67 Av (M,R)",Q,2022,1142531,805700
N333A,"Forest Hills-71 Av (E,F,M,R)",Q,2018,8183029,4278956
N333A,"Forest Hills-71 Av (E,F,M,R)",Q,2019,8070652,4290220
N333A,"Forest Hills-71 Av (E,F,M,R)",Q,2020,3197226,1991276
N333A,"Forest Hills-71 Av (E,F,M,R)",Q,2021,3392625,2460240
N333A,"Forest Hills-71 Av (E,F,M,R)",Q,2022,3659614,3016931
N334B,"75 Av (E,F)",Q,2018,1006096,178183
N334B,"75 Av (E,F)",Q,2019,967681,176744
N334B,"75 Av (E,F)",Q,2020,349595,90250
N334B,"75 Av (E,F)",Q,2021,358825,123690
N334B,"75 Av (E,F)",Q,2022,385277,147798
N336,"Kew Gardens-Union Turnpike (E,F)",Q,2018,7679747,7533701
N336,"Kew Gardens-Union Turnpike (E,F)",Q,2019,7585493,7497918
N336,"Kew Gardens-Union Turnpike (E,F)",Q,2020,3092242,3284563
N336,"Kew Gardens-Union Turnpike (E,F)",Q,2021,3320144,3939280
N336,"Kew Gardens-Union Turnpike (E,F)",Q,2022,3477645,4871023
N337,"Briarwood-Van Wyck Blvd (E,F)",Q,2018,1476603,769671
N337,"Briarwood-Van Wyck Blvd (E,F)",Q,2019,1511482,791117
N337,"Briarwood-Van Wyck Blvd (E,F)",Q,2020,625292,371628
N337,"Briarwood-Van Wyck Blvd (E,F)",Q,2021,673639,449213
N337,"Briarwood-Van Wyck Blvd (E,F)",Q,2022,746470,491879
N338B,Sutphin Blvd (F),Q,2018,1323467,854604
N338B,Sutphin Blvd (F),Q,2019,1361057,974710
N338B,Sutphin Blvd (F),Q,2020,709590,605451
N338B,Sutphin Blvd (F),Q,2021,659269,591016
N338B,Sutphin Blvd (F),Q,2022,667871,767590
N339A,Parsons Blvd (F),Q,2018,2015343,1829647
N339A,Parsons Blvd (F),Q,2019,2090472,2136748
N339A,Parsons Blvd (F),Q,2020,1108913,1131945
N339A,Parsons Blvd (F),Q,2021,1067534,1209961
N339A,Parsons Blvd (F),Q,2022,1109363,1462751
N340A,169 St (F),Q,2018,2512514,2203188
N340A,169 St (F),Q,2019,2474896,2255531
N340A,169 St (F),Q,2020,1062902,1171540
N340A,169 St (F),Q,2021,1134335,1320606
N340A,169 St (F),Q,2022,1200878,1594393
N343,Jamaica-179 St (F),Q,2018,6319284,2617180
N343,Jamaica-179 St (F),Q,2019,6260853,2589236
N343,Jamaica-179 St (F),Q,2020,2765133,1350946
N343,Jamaica-179 St (F),Q,2021,2886427,1499154
N343,Jamaica-179 St (F),Q,2022,3074081,1803488
N401,21 St (G),Q,2018,553997,586721
N401,21 St (G),Q,2019,538853,590698
N401,21 St (G),Q,2020,236752,285009
N401,21 St (G),Q,2021,247732,401787
N401,21 St (G),Q,2022,223099,466872
N405,Greenpoint Av (G),BK,2018,2860969,2073061
N405,Greenpoint Av (G),BK,2019,3073760,2450987
N405,Greenpoint Av (G),BK,2020,1294640,1208709
N405,Greenpoint Av (G),BK,2021,1279990,1460722
N405,Greenpoint Av (G),BK,2022,1146115,1653957
N408A,Nassau Av (G),BK,2018,2879525,1607088
N408A,Nassau Av (G),BK,2019,3120086,3153894
N408A,Nassau Av (G),BK,2020,1182197,1377159
N408A,Nassau Av (G),BK,2021,1138694,1863779
N408A,Nassau Av (G),BK,2022,1058168,2418746
N412,Broadway (G),BK,2018,1411699,1131482
N412,Broadway (G),BK,2019,1513785,1250472
N412,Broadway (G),BK,2020,738026,651486
N412,Broadway (G),BK,2021,727429,808458
N412,Broadway (G),BK,2022,673315,913285
N414,Flushing Av (G),BK,2018,877492,900267
N414,Flushing Av (G),BK,2019,733752,792010
N414,Flushing Av (G),BK,2020,404150,498210
N414,Flushing Av (G),BK,2021,480031,682610
N414,Flushing Av (G),BK,2022,469839,763781
N415,Myrtle-Willoughby Avs (G),BK,2018,1775926,954920
N415,Myrtle-Willoughby Avs (G),BK,2019,1823067,998309
N415,Myrtle-Willoughby Avs (G),BK,2020,792725,502713
N415,Myrtle-Willoughby Avs (G),BK,2021,746596,647366
N415,Myrtle-Willoughby Avs (G),BK,2022,700123,774299
N417,Bedford-Nostrand Avs (G),BK,2018,2784324,1584781
N417,Bedford-Nostrand Avs (G),BK,2019,2795070,1636108
N417,Bedford-Nostrand Avs (G),BK,2020,1065705,770455
N417,Bedford-Nostrand Avs (G),BK,2021,1047758,1064660
N417,Bedford-Nostrand Avs (G),BK,2022,955124,1310569
N419,Classon Av (G),BK,2018,1661478,1590258
N419,Classon Av (G),BK,2019,1727683,1689810
N419,Classon Av (G),BK,2020,670527,742254
N419,Classon Av (G),BK,2021,668078,995876
N419,Classon Av (G),BK,2022,645822,1299777
N420B,Clinton-Washington Avs (G),BK,2018,1536970,209267
N420B,Clinton-Washington Avs (G),BK,2019,1608789,710763
N420B,Clinton-Washington Avs (G),BK,2020,576655,366856
N420B,Clinton-Washington Avs (G),BK,2021,590665,502912
N420B,Clinton-Washington Avs (G),BK,2022,585867,672675
N422,Fulton St (G),BK,2018,1759409,1473445
N422,Fulton St (G),BK,2019,1778191,1377273
N422,Fulton St (G),BK,2020,748905,749139
N422,Fulton St (G),BK,2021,759535,1027285
N422,Fulton St (G),BK,2022,823278,1278614
N500,"47-50 Sts-Rockefeller Center (B,D,F,M)",M,2018,17063211,17479724
N500,"47-50 Sts-Rockefeller Center (B,D,F,M)",M,2019,18270636,18764038
