station_complex_id,station_complex,borough,Georeference,,transit_bureau
615,New Utrecht Av (N)/62 St (D),Brooklyn,POINT (-73.99635314941406 40.62484359741211),,34
616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Queens,POINT (-73.8913345336914 40.74664306640625),,20
617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,POINT (-73.97689056396484 40.6844596862793),,32
618,"14 St (A,C,E)/8 Av (L)",Manhattan,POINT (-74.00169372558594 40.74089431762695),,2
619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,POINT (-73.99465942382812 40.725914001464844),,4
62,55 St (D),Brooklyn,POINT (-73.99547576904297 40.63143539428711),,34
620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,POINT (-73.98999786376953 40.69321823120117),,30
621,"Broadway Junction (A,C,J,L,Z)",Brooklyn,POINT (-73.90531921386719 40.6783332824707),,33
622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",Manhattan,POINT (-74.00340270996094 40.71324157714844),,2
623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,POINT (-73.99989318847656 40.71809387207031),,2
624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,POINT (-74.00858306884766 40.714111328125),,2
625,"Delancey St (F)/Essex St (J,M,Z)",Manhattan,POINT (-73.98743438720703 40.71831512451172),,4
626,"Franklin Av (2,3,4,5)/Botanic Garden (S)",Brooklyn,POINT (-73.9581298828125 40.67068099975586),,32
627,"Franklin Av (C,S)",Brooklyn,POINT (-73.95684814453125 40.68138122558594),,30
628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,POINT (-74.0065689086914 40.709415435791016),,2
629,Lorimer St (L)/Metropolitan Av (G),Brooklyn,POINT (-73.95027160644531 40.71406173706055),,33
630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,POINT (-73.91158294677734 40.69981384277344),,33
635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,POINT (-74.01299285888672 40.703086853027344),,2
636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,POINT (-73.9859390258789 40.69233703613281),,30
64,71 St (D),Brooklyn,POINT (-73.99886322021484 40.619590759277344),,34
65,79 St (D),Brooklyn,POINT (-74.0006103515625 40.613502502441406),,34
66,18 Av (D),Brooklyn,POINT (-74.00173950195312 40.60795211791992),,34
67,20 Av (D),Brooklyn,POINT (-73.9981689453125 40.604557037353516),,34
68,Bay Pkwy (D),Brooklyn,POINT (-73.99372863769531 40.60187530517578),,34
69,25 Av (D),Brooklyn,POINT (-73.98683166503906 40.59770584106445),,34
70,Bay 50 St (D),Brooklyn,POINT (-73.9837646484375 40.58884048461914),,34
71,8 Av (N),Brooklyn,POINT (-74.01171875 40.63506317138672),,34
72,Fort Hamilton Pkwy (N),Brooklyn,POINT (-74.0053482055664 40.631385803222656),,34
74,18 Av (N),Brooklyn,POINT (-73.99041748046875 40.620670318603516),,34
75,20 Av (N),Brooklyn,POINT (-73.98502349853516 40.617408752441406),,34
76,Bay Pkwy (N),Brooklyn,POINT (-73.98184967041016 40.61181640625),,34
77,Kings Hwy (N),Brooklyn,POINT (-73.98035430908203 40.60392379760742),,34
78,Avenue U (N),Brooklyn,POINT (-73.97913360595703 40.59747314453125),,34
79,86 St (N),Brooklyn,POINT (-73.97823333740234 40.59272003173828),,34
8,"5 Av/59 St (N,R,W)",Manhattan,POINT (-73.97335052490234 40.76481246948242),,1
80,"121 St (J,Z)",Queens,POINT (-73.82829284667969 40.70049285888672),,20
81,111 St (J),Queens,POINT (-73.83634185791016 40.697418212890625),,20
82,"104 St (J,Z)",Queens,POINT (-73.84432983398438 40.6951789855957),,20
83,"Woodhaven Blvd (J,Z)",Queens,POINT (-73.85157775878906 40.693878173828125),,20
84,85 St-Forest Pkwy (J),Queens,POINT (-73.8600082397461 40.69243621826172),,20
85,"75 St-Elderts Ln (J,Z)",Queens,POINT (-73.86714172363281 40.691322326660156),,20
86,Cypress Hills (J),Brooklyn,POINT (-73.87255096435547 40.68994140625),,33
87,"Crescent St (J,Z)",Brooklyn,POINT (-73.87378692626953 40.68319320678711),,33
88,"Norwood Av (J,Z)",Brooklyn,POINT (-73.88003540039062 40.68141174316406),,33
89,Cleveland St (J),Brooklyn,POINT (-73.88463592529297 40.67994689941406),,33
9,"57 St-7 Av (N,Q,R,W)",Manhattan,POINT (-73.98065948486328 40.76466369628906),,1
90,"Van Siclen Av (J,Z)",Brooklyn,POINT (-73.89168548583984 40.67802429199219),,33
91,Alabama Av (J),Brooklyn,POINT (-73.89865112304688 40.6769905090332),,33
93,"Chauncey St (J,Z)",Brooklyn,POINT (-73.91045379638672 40.682891845703125),,33
94,Halsey St (J),Brooklyn,POINT (-73.91655731201172 40.686370849609375),,33
95,"Gates Av (J,Z)",Brooklyn,POINT (-73.92227172851562 40.68962860107422),,33
96,Kosciuszko St (J),Brooklyn,POINT (-73.92881774902344 40.69334030151367),,33
97,"Myrtle Av (M,J,Z)",Brooklyn,POINT (-73.93565368652344 40.697208404541016),,33
98,"Flushing Av (M,J)",Brooklyn,POINT (-73.94112396240234 40.700260162353516),,33
99,"Lorimer St (M,J)",Brooklyn,POINT (-73.9474105834961 40.7038688659668),,33
TRAM1,RI Tramway (Manhattan),Manhattan,POINT (-73.964155 40.761338),,4
TRAM2,RI Tramway (Roosevelt),Manhattan,POINT (-73.954114 40.75734),,4
